variant_code,product_code,sku,unit_code,packaging_size,is_default,is_sell_default
P005774-V1,P005774,00043833,UNIT000001,Hộp 20 Vỉ x 5 Viên,true,false
P005774-V2,P005774,00043833,UNIT000003,20 Vỉ x 5 Viên,true,true
P005774-V3,P005774,00043833,UNIT000008,5 Viên,true,false
P005775-V1,P005775,00502599,UNIT000001,Hộp x 90ml,true,true
P005776-V1,P005776,00010253,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005776-V2,P005776,00010253,UNIT000003,10 Vỉ x 10 Viên,true,false
P005776-V3,P005776,00010253,UNIT000008,10 Viên,true,true
P005777-V1,P005777,00007321,UNIT000002,Chai x 125ml,true,true
P005778-V1,P005778,00010601,UNIT000001,Hộp 2 Vỉ x 12 Viên,true,true
P005778-V2,P005778,00010601,UNIT000003,2 Vỉ x 12 Viên,true,false
P005778-V3,P005778,00010601,UNIT000008,12 Viên,true,false
P005779-V1,P005779,00010000,UNIT000002,Chai x 100ml,true,true
P005780-V1,P005780,00006925,UNIT000001,Hộp 2 Vỉ x 12 Viên,true,true
P005780-V2,P005780,00006925,UNIT000003,2 Vỉ x 12 Viên,true,false
P005780-V3,P005780,00006925,UNIT000008,12 Viên,true,false
P005781-V1,P005781,00006923,UNIT000001,Hộp 2 Vỉ x 12 Viên,true,true
P005781-V2,P005781,00006923,UNIT000003,2 Vỉ x 12 Viên,true,false
P005781-V3,P005781,00006923,UNIT000008,12 Viên,true,false
P005782-V1,P005782,00006920,UNIT000001,Hộp 2 Vỉ x 12 Viên,true,true
P005782-V2,P005782,00006920,UNIT000003,2 Vỉ x 12 Viên,true,false
P005782-V3,P005782,00006920,UNIT000008,12 Viên,true,false
P005783-V1,P005783,00006137,UNIT000002,Chai x 100ml,true,true
P005784-V1,P005784,00002924,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005784-V2,P005784,00002924,UNIT000003,10 Vỉ x 10 Viên,true,false
P005784-V3,P005784,00002924,UNIT000008,10 Viên,true,true
P005785-V1,P005785,00002563,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,true
P005785-V2,P005785,00002563,UNIT000003,2 Vỉ x 10 Viên,true,false
P005785-V3,P005785,00002563,UNIT000008,10 Viên,true,false
P005786-V1,P005786,00002304,UNIT000002,Chai x 60ml,true,true
P005787-V1,P005787,00001337,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P005787-V2,P005787,00001337,UNIT000003,3 Vỉ x 10 Viên,true,false
P005787-V3,P005787,00001337,UNIT000008,10 Viên,true,true
P005788-V1,P005788,00001336,UNIT000002,Chai x 60ml,true,true
P005789-V1,P005789,00000462,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P005789-V2,P005789,00000462,UNIT000003,3 Vỉ x 10 Viên,true,false
P005789-V3,P005789,00000462,UNIT000008,10 Viên,true,true
P005790-V1,P005790,00000460,UNIT000001,Hộp 30 Gói x 0.5g,true,false
P005790-V2,P005790,00000460,UNIT000009,30 Gói x 0.5g,true,true
P005791-V1,P005791,00016186,UNIT000002,Chai x 100ml,true,true
P005792-V1,P005792,00010373,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,true
P005792-V2,P005792,00010373,UNIT000003,2 Vỉ x 10 Viên,true,false
P005792-V3,P005792,00010373,UNIT000008,10 Viên,true,false
P005793-V1,P005793,00007322,UNIT000001,Hộp 2 Vỉ x 12 Viên,true,true
P005793-V2,P005793,00007322,UNIT000003,2 Vỉ x 12 Viên,true,false
P005793-V3,P005793,00007322,UNIT000008,12 Viên,true,false
P005794-V1,P005794,00001538,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,true
P005794-V2,P005794,00001538,UNIT000003,10 Vỉ x 10 Viên,true,false
P005794-V3,P005794,00001538,UNIT000008,10 Viên,true,false
P005795-V1,P005795,00016739,UNIT000001,Hộp 2 Vỉ x 12 Viên,true,true
P005795-V2,P005795,00016739,UNIT000003,2 Vỉ x 12 Viên,true,false
P005795-V3,P005795,00016739,UNIT000008,12 Viên,true,false
P005796-V1,P005796,00018315,UNIT000002,Chai x 125ml,true,true
P005797-V1,P005797,00022280,UNIT000001,Hộp 100 Viên,true,false
P005797-V2,P005797,00022280,UNIT000008,100 Viên,true,true
P005798-V1,P005798,00022251,UNIT000001,Hộp 24 Viên,true,true
P005798-V2,P005798,00022251,UNIT000008,24 Viên,true,false
P005799-V1,P005799,00029664,UNIT000002,Chai x 100ml,true,true
P005800-V1,P005800,00050857,UNIT000001,Hộp x 100ml,true,true
P005801-V1,P005801,00049252,UNIT000001,Hộp x 200ml,true,true
P005802-V1,P005802,00043832,UNIT000001,Hộp x 125ml,true,true
P005803-V1,P005803,00500946,UNIT000001,Hộp x 60ml,true,true
P005804-V1,P005804,00007267,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005804-V2,P005804,00007267,UNIT000003,10 Vỉ x 10 Viên,true,false
P005804-V3,P005804,00007267,UNIT000008,10 Viên,true,true
P005805-V1,P005805,00000670,UNIT000002,Chai x 60ml,true,true
P005806-V1,P005806,00002956,UNIT000001,Hộp 30 Gói,true,false
P005806-V2,P005806,00002956,UNIT000009,30 Gói,true,true
P005807-V1,P005807,00022104,UNIT000001,Hộp 10 Gói x 1.5g,true,false
P005807-V2,P005807,00022104,UNIT000009,10 Gói x 1.5g,true,true
P005808-V1,P005808,00027787,UNIT000001,Hộp 4 Vỉ x 5 Ống x 5ml,true,false
P005808-V2,P005808,00027787,UNIT000003,4 Vỉ x 5 Ống x 5ml,true,false
P005808-V3,P005808,00027787,UNIT000018,5 Ống x 5ml,true,true
P005809-V1,P005809,00050858,UNIT000001,Hộp x 60ml,true,true
P005810-V1,P005810,00050514,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005810-V2,P005810,00050514,UNIT000003,10 Vỉ x 10 Viên,true,false
P005810-V3,P005810,00050514,UNIT000008,10 Viên,true,true
P005811-V1,P005811,00049029,UNIT000001,Hộp 5 Vỉ x 2 Viên,true,false
P005811-V2,P005811,00049029,UNIT000003,5 Vỉ x 2 Viên,true,false
P005811-V3,P005811,00049029,UNIT000008,2 Viên,true,true
P005812-V1,P005812,00047968,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,false
P005812-V2,P005812,00047968,UNIT000003,2 Vỉ x 10 Viên,true,false
P005812-V3,P005812,00047968,UNIT000008,10 Viên,true,true
P005813-V1,P005813,00047632,UNIT000001,Hộp 5 Vỉ x 10 Viên,true,false
P005813-V2,P005813,00047632,UNIT000003,5 Vỉ x 10 Viên,true,false
P005813-V3,P005813,00047632,UNIT000008,10 Viên,true,true
P005814-V1,P005814,00047527,UNIT000001,Hộp x 90ml,true,true
P005815-V1,P005815,00043911,UNIT000001,Hộp 1 Vỉ x 8 Viên,true,false
P005815-V2,P005815,00043911,UNIT000008,8 Viên,true,true
P005816-V1,P005816,00043802,UNIT000001,Hộp 1 Vỉ x 8 Viên,true,false
P005816-V2,P005816,00043802,UNIT000008,8 Viên,true,true
P005817-V1,P005817,00040283,UNIT000001,Hộp 4 Vỉ x 5 Ống,true,false
P005817-V2,P005817,00040283,UNIT000003,4 Vỉ x 5 Ống,true,false
P005817-V3,P005817,00040283,UNIT000018,5 Ống,true,true
P005818-V1,P005818,00039188,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,true
P005818-V2,P005818,00039188,UNIT000003,3 Vỉ x 10 Viên,true,false
P005818-V3,P005818,00039188,UNIT000008,10 Viên,true,false
P005819-V1,P005819,00503221,UNIT000001,Hộp 20 Gói x 5ml,true,false
P005819-V2,P005819,00503221,UNIT000009,20 Gói x 5ml,true,true
P005820-V1,P005820,00502706,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,true
P005820-V2,P005820,00502706,UNIT000003,2 Vỉ x 10 Viên,true,false
P005820-V3,P005820,00502706,UNIT000008,10 Viên,true,false
P005821-V1,P005821,00502198,UNIT000001,Hộp 30 Ống x 10ml,true,false
P005821-V2,P005821,00502198,UNIT000018,30 Ống x 10ml,true,true
P005822-V1,P005822,00501375,UNIT000001,Hộp 30 Ống x 5ml,true,true
P005822-V2,P005822,00501375,UNIT000018,30 Ống x 5ml,true,false
P005823-V1,P005823,00501257,UNIT000001,Hộp 30 Gói x 3g,true,false
P005823-V2,P005823,00501257,UNIT000009,30 Gói x 3g,true,true
P005824-V1,P005824,00500465,UNIT000001,Hộp 20 Ống x 5ml,true,true
P005824-V2,P005824,00500465,UNIT000018,20 Ống x 5ml,true,false
P005825-V1,P005825,00345828,UNIT000001,Hộp 10 Vỉ x 2 Gói x 5ml,true,false
P005825-V2,P005825,00345828,UNIT000003,10 Vỉ x 2 Gói x 5ml,true,false
P005825-V3,P005825,00345828,UNIT000009,2 Gói x 5ml,true,true
P005826-V1,P005826,00033529,UNIT000001,Hộp 1 Lọ x 90ml,true,true
P005827-V1,P005827,00032925,UNIT000001,Hộp 4 Vỉ x 5 Ống,true,true
P005827-V2,P005827,00032925,UNIT000003,4 Vỉ x 5 Ống,true,false
P005827-V3,P005827,00032925,UNIT000018,5 Ống,true,false
P005828-V1,P005828,00001539,UNIT000001,Hộp 20 Gói x 2g,true,true
P005828-V2,P005828,00001539,UNIT000009,20 Gói x 2g,true,false
P005829-V1,P005829,00005793,UNIT000002,Chai x 90ml,true,true
P005830-V1,P005830,00009726,UNIT000001,Hộp 50 Gói x 2 Viên,true,false
P005830-V2,P005830,00009726,UNIT000009,50 Gói x 2 Viên,true,true
P005831-V1,P005831,00009725,UNIT000001,Hộp 50 Gói x 2 Viên,true,false
P005831-V2,P005831,00009725,UNIT000009,50 Gói x 2 Viên,true,true
P005832-V1,P005832,00007934,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,true
P005832-V2,P005832,00007934,UNIT000003,2 Vỉ x 10 Viên,true,false
P005832-V3,P005832,00007934,UNIT000008,10 Viên,true,false
P005833-V1,P005833,00004773,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005833-V2,P005833,00004773,UNIT000003,10 Vỉ x 10 Viên,true,false
P005833-V3,P005833,00004773,UNIT000008,10 Viên,true,true
P005834-V1,P005834,00002921,UNIT000002,Chai x 100ml,true,true
P005835-V1,P005835,00002828,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P005835-V2,P005835,00002828,UNIT000003,3 Vỉ x 10 Viên,true,false
P005835-V3,P005835,00002828,UNIT000008,10 Viên,true,true
P005836-V1,P005836,00001435,UNIT000001,Hộp 10 Vỉ x 20 Viên,true,false
P005836-V2,P005836,00001435,UNIT000003,10 Vỉ x 20 Viên,true,false
P005836-V3,P005836,00001435,UNIT000008,20 Viên,true,true
P005837-V1,P005837,00001432,UNIT000001,Hộp 10 Vỉ x 20 Viên,true,false
P005837-V2,P005837,00001432,UNIT000003,10 Vỉ x 20 Viên,true,false
P005837-V3,P005837,00001432,UNIT000008,20 Viên,true,true
P005838-V1,P005838,00001413,UNIT000002,Chai x 60ml,true,true
P005839-V1,P005839,00000454,UNIT000001,Hộp 30 Gói,true,false
P005839-V2,P005839,00000454,UNIT000009,30 Gói,true,true
P005840-V1,P005840,00000453,UNIT000001,Hộp 30 Gói,true,false
P005840-V2,P005840,00000453,UNIT000009,30 Gói,true,true
P005841-V1,P005841,00000450,UNIT000001,Hộp 50 Gói,true,false
P005841-V2,P005841,00000450,UNIT000009,50 Gói,true,true
P005842-V1,P005842,00010047,UNIT000001,Hộp 50 Gói x 2 Viên,true,false
P005842-V2,P005842,00010047,UNIT000009,50 Gói x 2 Viên,true,true
P005843-V1,P005843,00007326,UNIT000001,Hộp x 90ml,true,true
P005844-V1,P005844,00007323,UNIT000001,Hộp x 200ml,true,true
P005845-V1,P005845,00004974,UNIT000001,Hộp 24 Gói x 1.5g,true,false
P005845-V2,P005845,00004974,UNIT000009,24 Gói x 1.5g,true,true
P005846-V1,P005846,00004973,UNIT000001,Hộp 24 Gói x 1.5g,true,false
P005846-V2,P005846,00004973,UNIT000009,24 Gói x 1.5g,true,true
P005847-V1,P005847,00016675,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005847-V2,P005847,00016675,UNIT000003,10 Vỉ x 10 Viên,true,false
P005847-V3,P005847,00016675,UNIT000008,10 Viên,true,true
P005848-V1,P005848,00018013,UNIT000001,Hộp 30 Ống x 5ml,true,false
P005848-V2,P005848,00018013,UNIT000018,30 Ống x 5ml,true,true
P005849-V1,P005849,00018724,UNIT000002,Chai x 100ml,true,true
P005850-V1,P005850,00020038,UNIT000001,Hộp 30 Ống x 5ml,true,true
P005850-V2,P005850,00020038,UNIT000018,30 Ống x 5ml,true,false
P005851-V1,P005851,00021045,UNIT000002,Chai x 60ml,true,true
P005852-V1,P005852,00022004,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005852-V2,P005852,00022004,UNIT000003,10 Vỉ x 10 Viên,true,false
P005852-V3,P005852,00022004,UNIT000008,10 Viên,true,true
P005853-V1,P005853,00022204,UNIT000001,Hộp 10 Gói x 1.5g,true,false
P005853-V2,P005853,00022204,UNIT000009,10 Gói x 1.5g,true,true
P005854-V1,P005854,00022279,UNIT000001,Hộp 50 Vỉ x 10 Viên,true,false
P005854-V2,P005854,00022279,UNIT000003,50 Vỉ x 10 Viên,true,false
P005854-V3,P005854,00022279,UNIT000008,10 Viên,true,true
P005855-V1,P005855,00022249,UNIT000001,Hộp 20 Gói,true,false
P005855-V2,P005855,00022249,UNIT000009,20 Gói,true,true
P005856-V1,P005856,00022268,UNIT000001,Hộp 15 Vỉ x 12 Viên,true,false
P005856-V2,P005856,00022268,UNIT000003,15 Vỉ x 12 Viên,true,false
P005856-V3,P005856,00022268,UNIT000008,12 Viên,true,true
P005857-V1,P005857,00022360,UNIT000001,Hộp x 60ml,true,true
P005858-V1,P005858,00022530,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005858-V2,P005858,00022530,UNIT000003,10 Vỉ x 10 Viên,true,false
P005858-V3,P005858,00022530,UNIT000008,10 Viên,true,true
P005859-V1,P005859,00028103,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P005859-V2,P005859,00028103,UNIT000003,3 Vỉ x 10 Viên,true,false
P005859-V3,P005859,00028103,UNIT000008,10 Viên,true,true
P005860-V1,P005860,00029237,UNIT000001,Hộp 1 Chai x 60ml,true,true
P005861-V1,P005861,00029465,UNIT000001,Hộp 20 Túi,true,true
P005861-V2,P005861,00029465,UNIT000011,20 Túi,true,false
P005862-V1,P005862,00029548,UNIT000001,Hộp 20 Ống x 10ml,true,false
P005862-V2,P005862,00029548,UNIT000018,20 Ống x 10ml,true,true
P005863-V1,P005863,00030478,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005863-V2,P005863,00030478,UNIT000003,10 Vỉ x 10 Viên,true,false
P005863-V3,P005863,00030478,UNIT000008,10 Viên,true,true
P005864-V1,P005864,00030682,UNIT000001,Hộp 1 Chai x 30ml,true,true
P005865-V1,P005865,00030912,UNIT000001,Hộp 4 Vỉ x 5 Ống x 10ml/ống,true,true
P005865-V2,P005865,00030912,UNIT000003,4 Vỉ x 5 Ống x 10ml/ống,true,false
P005865-V3,P005865,00030912,UNIT000018,5 Ống x 10ml/ống,true,false
P005866-V1,P005866,00051252,UNIT000001,Hộp 18 Gói,true,false
P005866-V2,P005866,00051252,UNIT000009,18 Gói,true,true
P005867-V1,P005867,00050881,UNIT000001,Hộp 3 Vỉ x 8 Viên,true,false
P005867-V2,P005867,00050881,UNIT000003,3 Vỉ x 8 Viên,true,false
P005867-V3,P005867,00050881,UNIT000008,8 Viên,true,true
P005868-V1,P005868,00050741,UNIT000001,Hộp 20 Gói x 5ml,true,false
P005868-V2,P005868,00050741,UNIT000009,20 Gói x 5ml,true,true
P005869-V1,P005869,00048353,UNIT000001,Hộp x 60ml,true,true
P005870-V1,P005870,00038401,UNIT000001,Hộp 30 Gói x 1.6g,true,false
P005870-V2,P005870,00038401,UNIT000009,30 Gói x 1.6g,true,true
P005871-V1,P005871,00502967,UNIT000001,Hộp 20 Ống,true,true
P005871-V2,P005871,00502967,UNIT000018,20 Ống,true,false
P005872-V1,P005872,00501719,UNIT000001,Hộp 30 Gói x 1g,true,false
P005872-V2,P005872,00501719,UNIT000009,30 Gói x 1g,true,true
P005873-V1,P005873,00345833,UNIT000001,Hộp 4 Vỉ x 5 Ống x 5ml,true,false
P005873-V2,P005873,00345833,UNIT000003,4 Vỉ x 5 Ống x 5ml,true,false
P005873-V3,P005873,00345833,UNIT000018,5 Ống x 5ml,true,true
P005874-V1,P005874,00033853,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,false
P005874-V2,P005874,00033853,UNIT000003,2 Vỉ x 10 Viên,true,false
P005874-V3,P005874,00033853,UNIT000008,10 Viên,true,true
P005875-V1,P005875,00001360,UNIT000002,Chai x 125ml,true,true
P005876-V1,P005876,00010535,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005876-V2,P005876,00010535,UNIT000003,10 Vỉ x 10 Viên,true,false
P005876-V3,P005876,00010535,UNIT000008,10 Viên,true,true
P005877-V1,P005877,00008308,UNIT000001,Hộp x 60ml,true,true
P005878-V1,P005878,00007490,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005878-V2,P005878,00007490,UNIT000003,10 Vỉ x 10 Viên,true,false
P005878-V3,P005878,00007490,UNIT000008,10 Viên,true,true
P005879-V1,P005879,00007488,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P005879-V2,P005879,00007488,UNIT000003,3 Vỉ x 10 Viên,true,false
P005879-V3,P005879,00007488,UNIT000008,10 Viên,true,true
P005880-V1,P005880,00006921,UNIT000001,Hộp 100 Gói x 2 Viên,true,false
P005880-V2,P005880,00006921,UNIT000009,100 Gói x 2 Viên,true,true
P005881-V1,P005881,00005905,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,false
P005881-V2,P005881,00005905,UNIT000003,6 Vỉ x 10 Viên,true,false
P005881-V3,P005881,00005905,UNIT000008,10 Viên,true,true
P005882-V1,P005882,00004993,UNIT000001,Hộp 2 Vỉ x 15 Viên,true,false
P005882-V2,P005882,00004993,UNIT000003,2 Vỉ x 15 Viên,true,false
P005882-V3,P005882,00004993,UNIT000008,15 Viên,true,true
P005883-V1,P005883,00002910,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005883-V2,P005883,00002910,UNIT000003,10 Vỉ x 10 Viên,true,false
P005883-V3,P005883,00002910,UNIT000008,10 Viên,true,true
P005884-V1,P005884,00000461,UNIT000001,Hộp 30 Gói x 1g,true,false
P005884-V2,P005884,00000461,UNIT000009,30 Gói x 1g,true,true
P005885-V1,P005885,00018567,UNIT000001,Hộp 20 Vỉ x 10 Viên,true,false
P005885-V2,P005885,00018567,UNIT000003,20 Vỉ x 10 Viên,true,false
P005885-V3,P005885,00018567,UNIT000008,10 Viên,true,true
P005886-V1,P005886,00020489,UNIT000001,Hộp 100 Viên,true,false
P005886-V2,P005886,00020489,UNIT000008,100 Viên,true,true
P005887-V1,P005887,00021535,UNIT000001,Hộp 30 Gói x 2g,true,true
P005887-V2,P005887,00021535,UNIT000009,30 Gói x 2g,true,false
P005888-V1,P005888,00021762,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005888-V2,P005888,00021762,UNIT000003,10 Vỉ x 10 Viên,true,false
P005888-V3,P005888,00021762,UNIT000008,10 Viên,true,true
P005889-V1,P005889,00030497,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005889-V2,P005889,00030497,UNIT000003,10 Vỉ x 10 Viên,true,false
P005889-V3,P005889,00030497,UNIT000008,10 Viên,true,true
P005890-V1,P005890,00030604,UNIT000001,Hộp 30 Gói x 2g,true,false
P005890-V2,P005890,00030604,UNIT000009,30 Gói x 2g,true,true
P005891-V1,P005891,00030679,UNIT000001,Hộp 4 Vỉ x 5 Ống x 10ml,true,false
P005891-V2,P005891,00030679,UNIT000003,4 Vỉ x 5 Ống x 10ml,true,false
P005891-V3,P005891,00030679,UNIT000018,5 Ống x 10ml,true,true
P005892-V1,P005892,00030866,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005892-V2,P005892,00030866,UNIT000003,10 Vỉ x 10 Viên,true,false
P005892-V3,P005892,00030866,UNIT000008,10 Viên,true,true
P005893-V1,P005893,00030886,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
P005893-V2,P005893,00030886,UNIT000003,3 Vỉ x 10 Viên,true,false
P005893-V3,P005893,00030886,UNIT000008,10 Viên,true,true
P005894-V1,P005894,00030940,UNIT000001,Hộp x 60ml,true,true
P005895-V1,P005895,00031468,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005895-V2,P005895,00031468,UNIT000003,10 Vỉ x 10 Viên,true,false
P005895-V3,P005895,00031468,UNIT000008,10 Viên,true,true
P005896-V1,P005896,00032025,UNIT000001,Hộp 10 Vỉ x 12 Viên,true,false
P005896-V2,P005896,00032025,UNIT000003,10 Vỉ x 12 Viên,true,false
P005896-V3,P005896,00032025,UNIT000008,12 Viên,true,true
P005897-V1,P005897,00041275,UNIT000001,Hộp 20 Gói x 5ml,true,false
P005897-V2,P005897,00041275,UNIT000009,20 Gói x 5ml,true,true
P005898-V1,P005898,00038588,UNIT000001,Hộp 6 Vỉ x 10 Viên,true,true
P005898-V2,P005898,00038588,UNIT000003,6 Vỉ x 10 Viên,true,false
P005898-V3,P005898,00038588,UNIT000008,10 Viên,true,false
P005899-V1,P005899,00503381,UNIT000001,Hộp 8 Vỉ x 10 Viên,true,false
P005899-V2,P005899,00503381,UNIT000003,8 Vỉ x 10 Viên,true,false
P005899-V3,P005899,00503381,UNIT000008,10 Viên,true,true
P005900-V1,P005900,00503223,UNIT000001,Hộp x 60ml,true,true
P005901-V1,P005901,00500784,UNIT000001,Hộp x 100ml,true,true
P005902-V1,P005902,00500017,UNIT000001,Hộp x 150ml,true,true
P005903-V1,P005903,00001091,UNIT000002,Chai x 90ml,true,true
P005904-V1,P005904,00007485,UNIT000001,Hộp 24 Viên,true,true
P005904-V2,P005904,00007485,UNIT000008,24 Viên,true,false
P005905-V1,P005905,00007296,UNIT000002,Chai x 90ml,true,true
P005906-V1,P005906,00006396,UNIT000001,Hộp 20 Gói x 2g,true,false
P005906-V2,P005906,00006396,UNIT000009,20 Gói x 2g,true,true
P005907-V1,P005907,00002054,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005907-V2,P005907,00002054,UNIT000003,10 Vỉ x 10 Viên,true,false
P005907-V3,P005907,00002054,UNIT000008,10 Viên,true,true
P005908-V1,P005908,00014537,UNIT000002,Chai x 60ml,true,true
P005909-V1,P005909,00018741,UNIT000002,Chai x 100ml,true,true
P005910-V1,P005910,00020146,UNIT000001,Hộp 30 Ống x 5ml,true,false
P005910-V2,P005910,00020146,UNIT000018,30 Ống x 5ml,true,true
P005911-V1,P005911,00021279,UNIT000002,Chai x 60ml,true,true
P005912-V1,P005912,00028699,UNIT000012,Tuýp 20 Viên,true,true
P005912-V2,P005912,00028699,UNIT000008,20 Viên,true,false
P005913-V1,P005913,00041207,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,false
P005913-V2,P005913,00041207,UNIT000003,2 Vỉ x 10 Viên,true,false
P005913-V3,P005913,00041207,UNIT000008,10 Viên,true,true
P005914-V1,P005914,00039929,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,false
P005914-V2,P005914,00039929,UNIT000003,2 Vỉ x 10 Viên,true,false
P005914-V3,P005914,00039929,UNIT000008,10 Viên,true,true
P005915-V1,P005915,00038628,UNIT000001,Hộp 9 Gói x 10ml,true,false
P005915-V2,P005915,00038628,UNIT000009,9 Gói x 10ml,true,true
P005916-V1,P005916,00021197,UNIT000002,Chai x 100ml,true,true
P005917-V1,P005917,00029893,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005917-V2,P005917,00029893,UNIT000003,10 Vỉ x 10 Viên,true,false
P005917-V3,P005917,00029893,UNIT000008,10 Viên,true,true
P005918-V1,P005918,00503078,UNIT000001,Hộp 10 Vỉ x 12 Viên,true,false
P005918-V2,P005918,00503078,UNIT000003,10 Vỉ x 12 Viên,true,false
P005918-V3,P005918,00503078,UNIT000008,12 Viên,true,true
P005919-V1,P005919,00030910,UNIT000001,Hộp 4 Vỉ x 7 Viên,true,false
P005919-V2,P005919,00030910,UNIT000003,4 Vỉ x 7 Viên,true,false
P005919-V3,P005919,00030910,UNIT000008,7 Viên,true,true
P005920-V1,P005920,00017965,UNIT000001,Hộp 10 Vỉ x 10 Viên,true,false
P005920-V2,P005920,00017965,UNIT000003,10 Vỉ x 10 Viên,true,false
P005920-V3,P005920,00017965,UNIT000008,10 Viên,true,true
P005921-V1,P005921,00050222,UNIT000001,Hộp 4 Vỉ x 10 Viên,true,false
P005921-V2,P005921,00050222,UNIT000003,4 Vỉ x 10 Viên,true,false
P005921-V3,P005921,00050222,UNIT000008,10 Viên,true,true
P005922-V1,P005922,00049600,UNIT000001,Hộp 2 Vỉ x 5 Ống x 2.5ml,true,false
P005922-V2,P005922,00049600,UNIT000003,2 Vỉ x 5 Ống x 2.5ml,true,false
P005922-V3,P005922,00049600,UNIT000018,5 Ống x 2.5ml,true,true
P005923-V1,P005923,00049098,UNIT000001,Hộp 2 Vỉ x 5 Ống,true,false
P005923-V2,P005923,00049098,UNIT000003,2 Vỉ x 5 Ống,true,false
P005923-V3,P005923,00049098,UNIT000018,5 Ống,true,true
P005924-V1,P005924,00046617,UNIT000001,Hộp 1 Vỉ x 5 Ống,true,false
P005924-V2,P005924,00046617,UNIT000003,1 Vỉ x 5 Ống,true,false
P005924-V3,P005924,00046617,UNIT000018,5 Ống,true,true
P005925-V1,P005925,00044337,UNIT000001,Hộp 2 Vỉ x 14 Viên,true,false
P005925-V2,P005925,00044337,UNIT000003,2 Vỉ x 14 Viên,true,false
P005925-V3,P005925,00044337,UNIT000008,14 Viên,true,true
P005926-V1,P005926,00502784,UNIT000001,Hộp 10 Ống x 5ml,true,true
P005926-V2,P005926,00502784,UNIT000018,10 Ống x 5ml,true,false
P005927-V1,P005927,00009968,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,false
P005927-V2,P005927,00009968,UNIT000003,2 Vỉ x 10 Viên,true,false
P005927-V3,P005927,00009968,UNIT000008,10 Viên,true,true
P005928-V1,P005928,00007820,UNIT000002,Chai,true,true
P005929-V1,P005929,00007595,UNIT000001,Hộp 10 Vỉ x 8 Viên,true,false
P005929-V2,P005929,00007595,UNIT000003,10 Vỉ x 8 Viên,true,true
P005929-V3,P005929,00007595,UNIT000008,8 Viên,true,false
P005930-V1,P005930,00007102,UNIT000002,Chai,true,true
P005931-V1,P005931,00006657,UNIT000001,Hộp,true,true
P005932-V1,P005932,00006167,UNIT000001,Hộp 20 Ống x 2ml,true,false
P005932-V2,P005932,00006167,UNIT000018,20 Ống x 2ml,true,true
P005933-V1,P005933,00005207,UNIT000001,Hộp 2 Vỉ x 10 Viên,true,false
P005933-V2,P005933,00005207,UNIT000003,2 Vỉ x 10 Viên,true,false
P005933-V3,P005933,00005207,UNIT000008,10 Viên,true,true
P005934-V1,P005934,00005003,UNIT000001,Hộp 2 Vỉ x 7 Viên,true,false
P005934-V2,P005934,00005003,UNIT000003,2 Vỉ x 7 Viên,true,false
P005934-V3,P005934,00005003,UNIT000008,7 Viên,true,true
P005935-V1,P005935,00002050,UNIT000001,Hộp 1 Vỉ x 10 Ống,true,false
P005935-V2,P005935,00002050,UNIT000003,1 Vỉ x 10 Ống,true,false
P005935-V3,P005935,00002050,UNIT000018,10 Ống,true,true
P005936-V1,P005936,00001211,UNIT000002,Chai x 10ml,true,true
P005937-V1,P005937,00001109,UNIT000001,Hộp 3 Vỉ x 10 Viên,true,false
