ingredient_code,ingredient_name,ingredient_slug,description
ING004242,Chlormadinone acetate,chlormadinone-acetate,2mg
ING004243,Dienogest,dienogest,2mg
ING004244,Methylene blue,methylene-blue,20mg
ING004245,L-Phenylalanin,l-phenylalanin,320.3mg
ING004246,L-valin,l-valin,233mg
ING004247,Calci-2-oxo-3-phenylpropionat,calci-2-oxo-3-phenylpropionat,68mg
ING004248,Calci-3-methyl-2-oxobutyrat,calci-3-methyl-2-oxobutyrat,86mg
ING004249,Calci-3-methyl-2-oxovalerat,calci-3-methyl-2-oxovalerat,67mg
ING004250,Calci-4-methyl-2-oxovalerat,calci-4-methyl-2-oxovalerat,101mg
ING004251,L-Lysin acetat,l-lysin-acetat,105mg
ING004252,Chất ly giải vi khuẩn đông khô Escherichia coli,chat-ly-giai-vi-khuan-dong-kho-escherichia-coli,6mg
ING004253,Alfuzosin hydrochloride,alfuzosin-hydrochloride,10mg
ING004254,Dapoxetine,dapoxetine,60mg
ING004255,Mirabegron,mirabegron,50mg
ING004256,Carbimazol,carbimazol,5mg
ING004257,Fenticonazole,fenticonazole,600mg
ING004258,Econazol,econazol,150mg
ING004259,Propylthiouracil,propylthiouracil,50mg
ING004260,Cao khô Trinh nữ Crila,cao-kho-trinh-nu-crila,250mg
ING004261,Cao khô trinh nữ hoàng cung,cao-kho-trinh-nu-hoang-cung,500mg
ING004262,Flavoxate,flavoxate,200mg
ING004263,Flavoxat hydrochlorid,flavoxat-hydrochlorid,200mg
ING004264,Solifenacin succinate,solifenacin-succinate,5mg
ING004265,Danazol,danazol,200mg
ING004266,Finasteride,finasteride,5mg
ING004267,Phần chiết lipid-sterol của cây Serenoa repens,phan-chiet-lipid-sterol-cua-cay-serenoa-repens,160mg
ING004268,Desmopressin,desmopressin,0.089mg
ING004269,Oxybutynin,oxybutynin,5mg
ING004270,Natamycin,natamycin,100mg
ING004271,Trinh nữ hoàng cung,trinh-nu-hoang-cung,80mg
ING004272,Nhục quế,nhuc-que,8.3mg
ING004273,Didrogesterona,didrogesterona,10mg
ING004274,Tamsulosin,tamsulosin,0.4mg
ING004275,Misoprostol,misoprostol,200mcg
ING004276,Clomifene citrate,clomifene-citrate,50mg
ING004277,Methimazole,methimazole,10mg
ING004278,Di-iodohydroxyquin,di-iodohydroxyquin,100mg
ING004279,Polymycin B sulfat,polymycin-b-sulfat,35000iu
ING004280,Testosteron,testosteron,50mg
ING004281,α-Ketoisoleucin calci,a-ketoisoleucin-calci,67mg
ING004282,α-Ketoleucin calci,a-ketoleucin-calci,101mg
ING004283,α-ketophenylalanin calci,a-ketophenylalanin-calci,68mg
ING004284,α-ketovalin calci,a-ketovalin-calci,86mg
ING004285,α-Hydroxymethionin calci,a-hydroxymethionin-calci,59mg
ING004286,Nitơ toàn phần trong mỗi viên,nito-toan-phan-trong-moi-vien,36mg
ING004287,Tổng lượng calci trong mỗi viên,tong-luong-calci-trong-moi-vien,50mg
ING004288,Cao đặc đương quy di thực,cao-dac-duong-quy-di-thuc,500mg
ING004289,Levothyroxine sodium,levothyroxine-sodium,0.05mg
ING004290,Avanafil,avanafil,100mg
ING004291,Solifenacin succinat,solifenacin-succinat,5mg
ING004292,Calci polystyren sulfonat,calci-polystyren-sulfonat,5g
ING004293,Norethisterone,norethisterone,5mg
ING004294,Polymycin B sulfate,polymycin-b-sulfate,35000iu
ING004295,Oxytocin,oxytocin,5iu
ING004296,Mifrednor,mifrednor,10mg
ING004297,Nga truật (Thân rễ),nga-truat-than-re,72mg
ING004298,Cam tùng hương,cam-tung-huong,16mg
ING004299,Kim anh (Quả),kim-anh-qua,105mg
ING004300,Acarbose,acarbose,50mg
ING004301,Clomiphene citrate,clomiphene-citrate,50mg
ING004302,Testosterone,testosterone,40mg
ING004303,Testosterone undecanoate,testosterone-undecanoate,1000
ING004304,Econazole,econazole,150mg
ING004305,Lidocain,lidocain,125mg
ING004306,Prilocain,prilocain,125mg
ING004307,Lidocain Hydroclorid Khan,lidocain-hydroclorid-khan,2%
ING004308,Metformin,metformin,850mg
ING004309,Metformine,metformine,500mg
ING004310,Sitagliptin,sitagliptin,100mg
ING004311,Linagliptin,linagliptin,5mg
ING004312,Vildagliptin,vildagliptin,50mg
ING004313,Metformin HCl,metformin-hcl,850mg
ING004314,metformin hydrochloride,metformin-hydrochloride,850mg
ING004315,Glibenclamide,glibenclamide,5mg
ING004316,Dapagliflozin,dapagliflozin,10mg
ING004317,Glimepiride,glimepiride,2mg
ING004318,Insulin aspart hòa tan,insulin-aspart-hoa-tan,30%
ING004319,Insulin aspart kết tinh với protamine,insulin-aspart-ket-tinh-voi-protamine,70%
ING004320,Isophane insulin crystals,isophane-insulin-crystals,210iu
ING004321,Solube fraction,solube-fraction,90iu
ING004322,Empagliflozin,empagliflozin,25mg
ING004323,Metformin hydroclorid,metformin-hydroclorid,1000mg
ING004324,Insulin Glargine,insulin-glargine,100đơn vị
ING004325,Glibenclamid,glibenclamid,5mg
ING004326,Glipizide,glipizide,5mg
ING004327,Lixisenatide,lixisenatide,50µg
ING004328,Linagliptina,linagliptina,5mg
ING004329,Liraglutide,liraglutide,6mg
ING004330,Insulin Degludec,insulin-degludec,10.98mg
ING004331,Saxagliptin,saxagliptin,5mg
ING004332,Insulin Detemir,insulin-detemir,300u
ING004333,Insulin Lispro,insulin-lispro,300u
ING004334,Insulin Glulisine,insulin-glulisine,100iu
ING004335,Insulin người,insulin-nguoi,1000iu
ING004336,Insulin Aspart,insulin-aspart,100u
ING004337,Repaglinide,repaglinide,1mg
ING004338,Luseogliflozin,luseogliflozin,2.5mg
ING004339,Canagliflozin,canagliflozin,100mg
ING004340,Recombinant human insulin,recombinant-human-insulin,100iu
ING004341,Nepidermin,nepidermin,0.005%
ING004342,Human insulin,human-insulin,40iu
ING004343,"Insulin human, rDNA origin",insulin-human-rdna-origin,100ui
ING004344,Isophane human insulin,isophane-human-insulin,40iu
ING004345,Regular human insulin,regular-human-insulin,40iu
ING004346,Dầu cá tự nhiên,dau-ca-tu-nhien,1000mg
ING004347,Calcium Citrate,calcium-citrate,476mg
ING004348,Dibasic Calcium Phosphate,dibasic-calcium-phosphate,152mg
ING004349,Magie oxide,magie-oxide,20mg
ING004350,boron citrate,boron-citrate,926mcg
ING004351,Đồng Oxit,dong-oxit,156mcg
ING004352,Canxi hydrogen phosphat,canxi-hydrogen-phosphat,
ING004353,Canxi carbonat,canxi-carbonat,
ING004354,Sắt fumarate,sat-fumarate,
ING004355,Panthothenic Acid,panthothenic-acid,
ING004356,Kẽm (kẽm oxit),kem-kem-oxit,
ING004357,Mangane Sulphate,mangane-sulphate,
ING004358,Crom (III) Chloride,crom-iii-chloride,
ING004359,Kali lodide,kali-lodide,
ING004360,Natri Molybdate,natri-molybdate,
ING004361,Natri selenite,natri-selenite,
ING004362,Oligosaccharide,oligosaccharide,450mg
ING004363,Sodium Ferrous Citrat,sodium-ferrous-citrat,22.5mg
ING004364,Actobacillus,actobacillus,1.5mg
ING004365,Hoa cúc tím,hoa-cuc-tim,0.75mg
ING004366,Quả la hán,qua-la-han,0.75mg
ING004367,Dầu cá tinh luyện,dau-ca-tinh-luyen,0.15mg
ING004368,Bột dầu hạt lanh,bot-dau-hat-lanh,580mg
ING004369,Dầu cá tinh luyện omega 3,dau-ca-tinh-luyen-omega-3,360mg
ING004370,Dầu hạt tía tô chưa omega 3,dau-hat-tia-to-chua-omega-3,183.2mg
ING004371,Dầu nhuyễn thể,dau-nhuyen-the,12mg
ING004372,Chiết xuất vi tảo lục,chiet-xuat-vi-tao-luc,0.4mg
ING004373,Nattokinase,nattokinase,0.4mg
ING004374,Omega 9,omega-9,400mg
ING004375,Omega-3 triglycerides từ dầu cá cô đặc,omega-3-triglycerides-tu-dau-ca-co-dac,638.3mg
ING004376,Kẽm glycinat,kem-glycinat,17.7mg
ING004377,Chiết xuất hoa cúc vạn thọ,chiet-xuat-hoa-cuc-van-tho,6.86mg
ING004378,Acid pantothenic,acid-pantothenic,6mg
ING004379,Iron (Ferrous Fumarate),iron-ferrous-fumarate,45mg
ING004380,Men khoáng,men-khoang,2.5mg
ING004381,Natri sắt citrate,natri-sat-citrate,2.5mg
ING004382,Canxi từ san hô,canxi-tu-san-ho,5mg
ING004383,chiết xuất nhau thai heo,chiet-xuat-nhau-thai-heo,10mg
ING004384,Chiết xuất nấm men bia,chiet-xuat-nam-men-bia,50mg
ING004385,Chiết xuất Maca,chiet-xuat-maca,20mg
ING004386,Fenugreek,fenugreek,250mg
ING004387,Moringa Moringa Leaf,moringa-moringa-leaf,250mg
ING004388,Aquamin F,aquamin-f,200mg
ING004389,Hạt tiêu lốt,hat-tieu-lot,0.2mg
ING004390,Hạt tiêu đen,hat-tieu-den,0.2mg
ING004391,DL-Methionine,dl-methionine,0.156mg
ING004392,Albumin đậu nành,albumin-dau-nanh,610mg
ING004393,Vitamin K,vitamin-k,60mcg
ING004394,Folate,folate,600mcg
ING004395,Vanadium,vanadium,10mcg
ING004396,Potassium Citrate,potassium-citrate,15mg
ING004397,Lycopene,lycopene,500mcg
ING004398,Chromium,chromium,25mcg
ING004399,Molybdenum,molybdenum,50mcg
ING004400,Chloride,chloride,13mg
ING004401,Phosphorous,phosphorous,10.5mg
ING004402,Axit Folic,axit-folic,0.80mg
ING004403,Dầu thực vật,dau-thuc-vat,14.18mg
ING004404,Pyricosphate sắt,pyricosphate-sat,19mg
ING004405,Apha-tocopherol 50,apha-tocopherol-50,26.76mg
ING004406,Dầu cá,dau-ca,48.050mg
ING004407,Oxit magiê,oxit-magie,57mg
ING004408,Tảo bẹ,tao-be,62.5mg
ING004409,Bột Omegavie,bot-omegavie,100mg
ING004410,Men chứa kẽm,men-chua-kem,160mg
ING004411,Protein thực vật,protein-thuc-vat,100mg
ING004412,Tảo xoắn,tao-xoan,10mg
ING004413,Maca,maca,30mg
ING004414,chiết xuất thực vật lên men,chiet-xuat-thuc-vat-len-men,30mg
ING004415,Phosphatidylserine,phosphatidylserine,5mg
ING004416,Peptide lòng đỏ trứng,peptide-long-do-trung,5mg
ING004417,Bifidobacteria,bifidobacteria,1mg
ING004418,Dầu ăn và mỡ đã qua chế biến,dau-an-va-mo-da-qua-che-bien,0.1mg
ING004419,acid folic từ acid pteroylmonoglutamic,acid-folic-tu-acid-pteroylmonoglutamic,400mcg
ING004420,acid folic từ calci L-methylfolate,acid-folic-tu-calci-l-methylfolate,400mcg
ING004421,Tía tô đất,tia-to-dat,240mg
ING004422,Vỏ chanh,vo-chanh,20mg
ING004423,Dầu Cọ,dau-co,2mg
ING004424,Sắt Heme,sat-heme,16mg
ING004425,thực vật lên men,thuc-vat-len-men,10mg
ING004426,Bột Men Baker,bot-men-baker,0.3mg
ING004427,Collagen thủy phân từ da cá,collagen-thuy-phan-tu-da-ca,100mg
ING004428,Isoflavone từ đậu nành,isoflavone-tu-dau-nanh,5mg
ING004429,Chiết xuất hoa hồng,chiet-xuat-hoa-hong,1mg
ING004430,Dầu và mỡ đã qua chế biến,dau-va-mo-da-qua-che-bien,0.1mg
ING004431,Vitamin E alpha - tocophenyl,vitamin-e-alpha-tocophenyl,12mg
ING004432,Axit béo không bão hòa đơn,axit-beo-khong-bao-hoa-don,160mg
ING004433,Dầu tảo Schizochytrium sp,dau-tao-schizochytrium-sp,1000mg
ING004434,Dầu cá vi nang,dau-ca-vi-nang,150mg
ING004435,Chiết xuất gừng,chiet-xuat-gung,150mg
ING004436,Chiết xuất quả tiểu hồi,chiet-xuat-qua-tieu-hoi,45mg
ING004437,Calci from milk,calci-from-milk,20mg
ING004438,Phốt pho,phot-pho,10mg
ING004439,Mangan sulfate,mangan-sulfate,0.61mg
ING004440,KIO3,kio3,13mcg
ING004441,Vitamin H,vitamin-h,80mcg
ING004442,"Vitamin K2 (0,15%)",vitamin-k2-015percent,0.05mg
ING004443,Selen (2‰),selen-2,0.05mg
ING004444,Lipocal,lipocal,500mg
ING004445,Vitamin K2 MK7,vitamin-k2-mk7,6mcg
ING004446,Dầu hạt lanh,dau-hat-lanh,1200mg
ING004447,Canxi cacbonat,canxi-cacbonat,120mg
ING004448,Panax ginseng,panax-ginseng,50mg
ING004449,Polygonatum falcatum Rhizome Powder,polygonatum-falcatum-rhizome-powder,100mg
ING004450,kali phosphate,kali-phosphate,5mcg
ING004451,vỏ sò,vo-so,5mcg
ING004452,Canxi phosphat,canxi-phosphat,5mcg
ING004453,Canh ki na,canh-ki-na,5mcg
ING004454,sắt phosphate,sat-phosphate,5mcg
ING004455,Kẽm bisglycinate,kem-bisglycinate,50mg
ING004456,"Malt extract, barley",malt-extract-barley,1000mg
ING004457,Calci glyceroposphat,calci-glyceroposphat,20mg
ING004458,Folacin,folacin,100mcg
ING004459,Chiết xuất nấm men,chiet-xuat-nam-men,55mg
ING004460,Cao Hạt Bông Gạo,cao-hat-bong-gao,150mg
ING004461,N-acetyl Cysteine,n-acetyl-cysteine,50mg
ING004462,Kali iodide,kali-iodide,150mcg
ING004463,I-ốt,i-ot,75mcg
ING004464,5-MTHF,5-mthf,667mcg
ING004465,Dầu gan cá mập biển sâu,dau-gan-ca-map-bien-sau,1800mg
ING004466,Medium chain triglyceride,medium-chain-triglyceride,
ING004467,DL-alpha-Tocopherol,dl-alpha-tocopherol,
ING004468,Axit Pantothenic,axit-pantothenic,2mg
ING004469,Carotenoid,carotenoid,2mg
ING004470,Dibasic calcium phosphate hydrate,dibasic-calcium-phosphate-hydrate,70mg
ING004471,Selenomethionine,selenomethionine,81.3mcg
ING004472,Potassium i ốt,potassium-i-ot,98.3mcg
ING004473,Crom picolinate,crom-picolinate,121mcg
ING004474,Canxi Pantothenate,canxi-pantothenate,2.7mg
ING004475,Sắt (II) glycinate,sat-ii-glycinate,19.2mg
ING004476,Vitamin B2 ( Riboflavin),vitamin-b2-riboflavin,2.2mg
ING004477,Vitamin C (Ascorbic acid),vitamin-c-ascorbic-acid,80mg
ING004478,FOS,fos,100mg
ING004479,Cholin bitartrat,cholin-bitartrat,25mg
ING004480,Molybden,molybden,12.5mcg
ING004481,Lemon bioflavonoid complex 35%,lemon-bioflavonoid-complex-35percent,50mg
ING004482,rose hips,rose-hips,62.5mg
ING004483,Acerola,acerola,12.5mg
ING004484,bifidobacterium longum BB536,bifidobacterium-longum-bb536,0.5tỷ cfu
ING004485,bifidobacterium breve M-16V,bifidobacterium-breve-m-16v,0.5tỷ cfu
ING004486,bifidobacterium infantis M-63,bifidobacterium-infantis-m-63,0.5tỷ cfu
ING004487,Chất chống oxy hóa,chat-chong-oxy-hoa,
ING004488,Men bia tươi,men-bia-tuoi,55mg
ING004489,Hạt Methi,hat-methi,30mg
ING004490,Chiết xuất Đông trùng hạ thảo,chiet-xuat-dong-trung-ha-thao,1500mg
ING004491,Gluconal ZN-P,gluconal-zn-p,35mg
ING004492,nhân sâm Hàn Quốc,nhan-sam-han-quoc,4mg
ING004493,Bột nấm linh chi,bot-nam-linh-chi,20mg
ING004494,Nấm agaricus,nam-agaricus,20mg
ING004495,Fucoidan,fucoidan,20mg
ING004496,Tảo biển Mozuku (vùng Okinawa),tao-bien-mozuku-vung-okinawa,480mg
ING004497,Tinh chất tảo nâu Mebuku,tinh-chat-tao-nau-mebuku,20mg
ING004498,Nano Fucoidan,nano-fucoidan,290mg
ING004499,tinh chất tảo nâu Mozuku,tinh-chat-tao-nau-mozuku,595mg
ING004500,Tinh chất tảo nâu mekabu,tinh-chat-tao-nau-mekabu,84mg
ING004501,Rễ Cam Thảo,re-cam-thao,40.5mg
ING004502,bột chiết xuất thực vật tổng hợp,bot-chiet-xuat-thuc-vat-tong-hop,13.5mg
ING004503,Chiết xuất mận,chiet-xuat-man,6mg
ING004504,Natri L -Aspartate,natri-l-aspartate,2.25mg
ING004505,Chiết xuất tỏi,chiet-xuat-toi,1.5mg
ING004506,Lipofer Na Dispersible,lipofer-na-dispersible,45mg
ING004507,Retinol Acetate,retinol-acetate,258.7mcg
ING004508,Chiết xuất hoa cúc (Matricaria chamomilla L.),chiet-xuat-hoa-cuc-matricaria-chamomilla-l,135mg
ING004509,Zinc glycinate,zinc-glycinate,3.26mg
ING004510,iodo,iodo,150Mcg
ING004511,đạm men bia thuỷ phân,dam-men-bia-thuy-phan,200mg
ING004512,Retinol palmitat,retinol-palmitat,184.9mcg
ING004513,Menaquinone 7,menaquinone-7,0.63mcg
ING004514,Magie glycerophosphat,magie-glycerophosphat,62.8mg
ING004515,Calci phosphat,calci-phosphat,48.5mg
ING004516,Chất làm ẩm,chat-lam-am,
ING004517,Cám gạo,cam-gao,
ING004518,Củ cải đường,cu-cai-duong,330mg
ING004519,Dầu gấc,dau-gac,400mg
ING004520,Chiết xuất sơ ri,chiet-xuat-so-ri,12.5mg
ING004521,"Chiết xuất cam, quýt, chanh",chiet-xuat-cam-quyt-chanh,25mg
ING004522,Chiết xuất tầm xuân,chiet-xuat-tam-xuan,41.7mg
ING004523,beta-NF,beta-nf,10mg
ING004524,Chiết xuất rễ Hoàng kỳ,chiet-xuat-re-hoang-ky,0.9g
ING004525,quả Tầm xuân (Rosa canina),qua-tam-xuan-rosa-canina,0.72g
ING004526,Chiết xuất rễ Sâm Siberia,chiet-xuat-re-sam-siberia,0.03g
ING004527,Sắt (II) fumarat,sat-ii-fumarat,7.61mg
ING004528,Nam việt quất,nam-viet-quat,200mg
ING004529,D-mannose,d-mannose,100mg
ING004530,Lactobacillus plantarum LP01,lactobacillus-plantarum-lp01,20mg
ING004531,Lactobacillus plantarum LP09,lactobacillus-plantarum-lp09,20mg
ING004532,Cao ban long,cao-ban-long,7.2mg
ING004533,L-Carnitine Fumarate,l-carnitine-fumarate,200mg
ING004534,Tongkat ali,tongkat-ali,180mg
ING004535,Bột gừng đen,bot-gung-den,88.88mg
ING004536,Men chứa Selenium,men-chua-selenium,50mg
ING004537,Bột maca,bot-maca,44.44mg
ING004538,Chiết xuất hàu,chiet-xuat-hau,450mg
ING004539,maca root extract,maca-root-extract,300mg
ING004540,Common Wild Yam,common-wild-yam,100mg
ING004541,American Ginseng,american-ginseng,30mg
ING004542,Angelica Root,angelica-root,30mg
ING004543,Radix Polygalae-root,radix-polygalae-root,35mg
ING004544,Fructus Alpiniae Oxyphyllae,fructus-alpiniae-oxyphyllae,33mg
ING004545,Cortex Eucommiae,cortex-eucommiae,32mg
ING004546,Radix Achryanthis Bidentatae,radix-achryanthis-bidentatae,20mg
ING004547,Fructus Amomi,fructus-amomi,20mg
ING004548,Rhizoma Ligustici Chuanxiong,rhizoma-ligustici-chuanxiong,10mg
ING004549,Radix Dipsaci,radix-dipsaci,40mg
ING004550,Sâm tố nữ,sam-to-nu,250mg
ING004551,Cao Nữ Lang,cao-nu-lang,50mg
ING004552,Tinh dầu hoa anh thảo,tinh-dau-hoa-anh-thao,1000mg
ING004553,Cao đặc hỗn hợp,cao-dac-hon-hop,650mg
ING004554,Bột khô thịt hàu,bot-kho-thit-hau,30mg
ING004555,Cao đặc gạc hươu,cao-dac-gac-huou,7.2mg
ING004556,Chiết xuất bột Maca,chiet-xuat-bot-maca,150mg
ING004557,Bột chiết xuất nấm đông trùng hạ thảo,bot-chiet-xuat-nam-dong-trung-ha-thao,30mg
ING004558,Bột chiết xuất từ thịt hàu,bot-chiet-xuat-tu-thit-hau,100mg
ING004559,Chất phụ gia,chat-phu-gia,39.5mg
ING004560,Bột chiết xuất hoa Anh đào,bot-chiet-xuat-hoa-anh-dao,10mg
ING004561,Chiết xuất đậu nành,chiet-xuat-dau-nanh,10.5mg
ING004562,Dầu hoa anh thảo,dau-hoa-anh-thao,300mg
ING004563,Soybean isoflavones,soybean-isoflavones,6mg
ING004564,bột chiết xuất rượu vang đỏ,bot-chiet-xuat-ruou-vang-do,24mg
ING004565,Hypericum perforatum flowering top,hypericum-perforatum-flowering-top,38mg
ING004566,Collagen cá,collagen-ca,100mg
ING004567,Hyaluronic Acids,hyaluronic-acids,1mg
ING004568,Tảo biển,tao-bien,1mg
ING004569,Vỏ hàu,vo-hau,400mg
ING004570,Kẽm citrate,kem-citrate,21.79mg
ING004571,Capsule envelop,capsule-envelop,
ING004572,Bovin gelatin,bovin-gelatin,
ING004573,Sâm Hoa Kỳ,sam-hoa-ky,10mg
ING004574,Sâm triều tiên,sam-trieu-tien,25mg
ING004575,Hàu,hau,5mg
ING004576,Cao muira puama,cao-muira-puama,50mg
ING004577,Sâm Peru,sam-peru,75mg
ING004578,Yohimbe,yohimbe,113mg
ING004579,Lactobacillus paracasei,lactobacillus-paracasei,1.5tỷ cfu
ING004580,Lactobacillus reuteri,lactobacillus-reuteri,0.5tỷ cfu
ING004581,Lepidium meyenii,lepidium-meyenii,100mg
ING004582,P. Leucotomos,p-leucotomos,40mg
ING004583,Damiana Leaf,damiana-leaf,80mg
ING004584,Muira puama,muira-puama,100mg
ING004585,marine collagen peptide,marine-collagen-peptide,100mg
ING004586,St. John's Wort,st-johns-wort,100mg
ING004587,Chiết xuất bạch tật lê,chiet-xuat-bach-tat-le,186.9mg
ING004588,Chiết xuất Bá Bệnh,chiet-xuat-ba-benh,180mg
ING004589,chiết xuất mầm đậu nành,chiet-xuat-mam-dau-nanh,250mg
ING004590,Bán chi liên,ban-chi-lien,200mg
ING004591,Chiết xuất Black Cohosh,chiet-xuat-black-cohosh,100mg
ING004592,Isoflavone,isoflavone,40mg
ING004593,L-theanine,l-theanine,10mg
ING004594,Bột chiết xuất hoa anh thảo,bot-chiet-xuat-hoa-anh-thao,50mg
ING004595,Chiết xuất Ginkgo biloba,chiet-xuat-ginkgo-biloba,10mg
ING004596,Chiết xuất rễ Dong Quai,chiet-xuat-re-dong-quai,10mg
ING004597,Chiết xuất quả Trinh nữa Châu Âu,chiet-xuat-qua-trinh-nua-chau-au,10mg
ING004598,"Chiết xuất Sâm Ấn Độ (rễ,lá)",chiet-xuat-sam-an-do-rela,500mg
ING004599,Chiết xuất nhân sâm Hàn Quốc,chiet-xuat-nhan-sam-han-quoc,200mg
ING004600,Nhựa gôm Guggul,nhua-gom-guggul,100mg
ING004601,Tinh chất mầm đậu nành,tinh-chat-mam-dau-nanh,300mg
ING004602,Bột thịt hàu chiết xuất cô đặc,bot-thit-hau-chiet-xuat-co-dac,125mg
ING004603,Pregnenolone,pregnenolone,12.5mg
ING004604,Cao khô hoa Bạch cúc,cao-kho-hoa-bach-cuc,100mg
ING004605,Cao Nhàu,cao-nhau,40mg
ING004606,Cao Thổ Phục linh,cao-tho-phuc-linh,200mg
ING004607,Kẽm axit amin chelate,kem-axit-amin-chelate,75mg
ING004608,Chiết xuất tribulus terrestris,chiet-xuat-tribulus-terrestris,120mg
ING004609,Chiết xuất silybum marianum,chiet-xuat-silybum-marianum,57.1mg
ING004610,Chiết xuất Turnera diffusa,chiet-xuat-turnera-diffusa,100mg
ING004611,D-alpha tocopheryl axit succinat,d-alpha-tocopheryl-axit-succinat,20.7mg
ING004612,Mangan axit amin chelate,mangan-axit-amin-chelate,20mg
ING004613,Eurycoma logifolia,eurycoma-logifolia,240mg
ING004614,Oyster Meat Extract,oyster-meat-extract,150mg
ING004615,Tribulus terrestris,tribulus-terrestris,100mg
ING004616,Butea superba Extract,butea-superba-extract,81mg
ING004617,Horny Goat Weed Extract,horny-goat-weed-extract,50mg
ING004618,Ginkgo Leaf Extract,ginkgo-leaf-extract,40mg
ING004619,Pine bark extract,pine-bark-extract,40mg
ING004620,Zinc picolinate,zinc-picolinate,30mg
ING004621,Ostholodin,ostholodin,15mg
ING004622,Damilib,damilib,50mg
ING004623,Bá bệnh,ba-benh,200mg
ING004624,Hàu Biển,hau-bien,350mg
ING004625,Cao ba chạc,cao-ba-chac,120mg
ING004626,Bán biên liên,ban-bien-lien,40mg
ING004627,Hải tảo,hai-tao,120mg
ING004628,Cao lá Neem (xoan Ấn Độ),cao-la-neem-xoan-an-do,20mg
ING004629,Resveratrol,resveratrol,10mg
ING004630,Phức hệ Nano FGC,phuc-he-nano-fgc,200mg
ING004631,Immune-Gamma,immune-gamma,25mg
ING004632,Ký ninh,ky-ninh,100mg
ING004633,Khổ sâm bắc,kho-sam-bac,20mg
ING004634,Sơn thù du,son-thu-du,250mg
ING004635,Tribulus Terrestris Root Extract,tribulus-terrestris-root-extract,100mg
ING004636,Horny Goat Weed,horny-goat-weed,50mg
ING004637,Ginkgo leaf,ginkgo-leaf,40mg
ING004638,Citrulline,citrulline,200mg
ING004639,Cao khô quả Bạch tật lê,cao-kho-qua-bach-tat-le,80mg
ING004640,Cao khô rễ sâm Ấn độ,cao-kho-re-sam-an-do,150mg
ING004641,Bột rễ gừng,bot-re-gung,150mg
ING004642,Bột ớt,bot-ot,30mg
ING004643,Bột hạt Guarana,bot-hat-guarana,150mg
ING004644,Rễ nhân sâm,re-nhan-sam,150mg
ING004645,Zeaxanthin,zeaxanthin,2mg
ING004646,Astaxanthin,astaxanthin,0.2mg
ING004647,Việt quất,viet-quat,100mg
ING004648,Cellulose hydroxypropyl methyl ether,cellulose-hydroxypropyl-methyl-ether,
ING004649,"Cellulose, carboxymethyl ether",cellulose-carboxymethyl-ether,
ING004650,Omega-3 triglycerides cô đặc,omega-3-triglycerides-co-dac,1g
ING004651,Chiết xuất quả Việt quất,chiet-xuat-qua-viet-quat,100mg
ING004652,Vitis Vinifera,vitis-vinifera,24g
ING004653,Bột Spirulina,bot-spirulina,200mg
ING004654,Bột quả Nam việt quất,bot-qua-nam-viet-quat,30mg
ING004655,Dầu safflower salad,dau-safflower-salad,
ING004656,Bột siêu mịn acid L-ascorbic,bot-sieu-min-acid-l-ascorbic,
ING004657,E-mix-alpha 1350,e-mix-alpha-1350,
ING004658,Chất giữ ẩm glycerin phụ gia thực phẩm,chat-giu-am-glycerin-phu-gia-thuc-pham,
ING004659,Chiết xuất nấm men bia chứa kẽm,chiet-xuat-nam-men-bia-chua-kem,
ING004660,Hỗn dịch Flora GLO Lutein 20% SAF,hon-dich-flora-glo-lutein-20percent-saf,
ING004661,Glycerin stearate,glycerin-stearate,
ING004662,Chất làm dày sáp ong phụ gia thực phẩm,chat-lam-day-sap-ong-phu-gia-thuc-pham,
ING004663,dung dịch nước acid physic 50%,dung-dich-nuoc-acid-physic-50percent,
ING004664,Nấm men bia chứa 5% đồng,nam-men-bia-chua-5percent-dong,
ING004665,Zeaxanthine,zeaxanthine,0.25mg
ING004666,Balcillus clausii,balcillus-clausii,1.5108cfu
ING004667,Betaglucan 80%,betaglucan-80percent,15mg
ING004668,Sắt III Hydroxide Polymaltose complex,sat-iii-hydroxide-polymaltose-complex,15mg
ING004669,Isomaltoligosaccharides,isomaltoligosaccharides,3000mg
ING004670,Vi khuẩn acid lactic,vi-khuan-acid-lactic,29.5mg
ING004671,Lactic acid bacteria,lactic-acid-bacteria,1mg
ING004672,Galacto-oligosaccharides,galacto-oligosaccharides,100mg
ING004673,Vi khuẩn Heat-killed Enterococcus faecalis EC-12,vi-khuan-heat-killed-enterococcus-faecalis-ec-12,22.5mg
ING004674,Colostrum,colostrum,300mg
ING004675,2’-FL HMO,2-fl-hmo,20mg
ING004676,Đạm sữa thủy phân,dam-sua-thuy-phan,20mg
ING004677,Chiết xuất Tía tô xanh,chiet-xuat-tia-to-xanh,50mg
ING004678,oligosaccharides trong sữa,oligosaccharides-trong-sua,70mg
ING004679,Bifidobacterium BB536,bifidobacterium-bb536,10x10^9cfu/g
ING004680,Ginger Root Powder,ginger-root-powder,25mg
ING004681,Licorice Root,licorice-root,50mg
ING004682,Cranberry Concentrate,cranberry-concentrate,50mg
ING004683,Cinnamon Bark,cinnamon-bark,50mg
ING004684,Peppermint Leaves Power,peppermint-leaves-power,50mg
ING004685,Fennel Seed Power,fennel-seed-power,25mg
ING004686,Betaine Hydrochloride,betaine-hydrochloride,25mg
