manufacturer_code,manufacturer_name,manufacturer_slug
MFR001056,CHI NHÁNH CÔNG TY CỔ PHẦN ARMEPHACO- XÍ NGHIỆP DƯỢC PHẨM 150,chi-nhanh-cong-ty-co-phan-armephaco-xi-nghiep-duoc-pham-150
MFR001057,Bluepharma- Indústria Farmacêutical,bluepharma-industria-farmaceutical
MFR001058,Agio,agio
MFR001059,Aristo,aristo
MFR001060,AstraZeneca UK,astrazeneca-uk
MFR001061,Vaco,vaco
MFR001062,FERRER INTERNACIONAL S.A,ferrer-internacional-sa
MFR001063,DR. REDDYS LABORATORIES LTD.,dr-reddys-laboratories-ltd
MFR001064,LEK PHARMACEUTICAL D.D,lek-pharmaceutical-dd
MFR001065,LEO PHARMA,leo-pharma
MFR001066,MITSUBISHI TANABE PHARMA FACTORY,mitsubishi-tanabe-pharma-factory
MFR001067,Delpharm Milano S.r.l,delpharm-milano-srl
MFR001068,INVENTIA HEALTHCARE,inventia-healthcare
MFR001069,MSN,msn
MFR001070,PHARMASCIENCE INC,pharmascience-inc
MFR001071,CELOGEN PHARMA PVT. LTD,celogen-pharma-pvt-ltd
MFR001072,MSN Laboratories,msn-laboratories
MFR001073,PHARMATHEN INTERNATIONAL SA,pharmathen-international-sa
MFR001074,CÔNG TY CP DƯỢC PHẨM HÀ TÂY,cong-ty-cp-duoc-pham-ha-tay
MFR001075,MSN LABORATORIES LIMITED,msn-laboratories-limited
MFR001076,Adamed Pharma S.A,adamed-pharma-sa
MFR001077,CÔNG TY TNHH DƯỢC PHẨM ĐẠT VI PHÚ - DAVIPHARM,cong-ty-tnhh-duoc-pham-dat-vi-phu-davipharm
MFR001078,CTY TNHH LIÊN DOANH HASAN - DERMAPHARM,cty-tnhh-lien-doanh-hasan-dermapharm
MFR001079,CÔNG TY CP DƯỢC PHẨM 3/2,cong-ty-cp-duoc-pham-32
MFR001080,STANDARD CHEM,standard-chem
MFR001081,POLFA,polfa
MFR001082,RELIANCE LIFE SCIENCES,reliance-life-sciences
MFR001083,CTY CP DƯỢC - TTBYT BÌNH ĐỊNH,cty-cp-duoc-ttbyt-binh-dinh
MFR001084,TORRENT PHARMACEUTICALS,torrent-pharmaceuticals
MFR001085,CTY CP DP OPC,cty-cp-dp-opc
MFR001086,CTY LIÊN DOANH MEYER-BPC,cty-lien-doanh-meyer-bpc
MFR001087,Khánh Hòa,khanh-hoa
MFR001088,CÔNG TY CỔ PHẦN DƯỢC PHẨM VĨNH PHÚC - VINPHACO,cong-ty-co-phan-duoc-pham-vinh-phuc-vinphaco
MFR001089,CÔNG TY CỔ PHẦN DƯỢC PHẨM KHANG MINH,cong-ty-co-phan-duoc-pham-khang-minh
MFR001090,ZIM LABORATORIES LTD. - ẤN ĐỘ,zim-laboratories-ltd-an-do
MFR001091,"KOREA PRIME PHARMA CO., LTD - HÀN QUỐC",korea-prime-pharma-co-ltd-han-quoc
MFR001092,BIOFARM SP. ZO.O - BA LAN,biofarm-sp-zoo-ba-lan
MFR001093,CÔNG TY CỔ PHẨN ĐẠT VI PHÚ,cong-ty-co-phan-dat-vi-phu
MFR001094,EXTRACTUM PHARMA,extractum-pharma
MFR001095,DAEWOONG PHARMACEUTICAL,daewoong-pharmaceutical
MFR001096,LABORATOIRES PHARMACEUTIQUES TRENKER NV/SA,laboratoires-pharmaceutiques-trenker-nvsa
MFR001097,CÔNG TY CỐ PHẨN DƯỢC PHẨM CPC1 HÀ NỘI,cong-ty-co-phan-duoc-pham-cpc1-ha-noi
MFR001098,CÔNG TY CỔ PHẦN DƯỢC APIMED - VIỆT NAM,cong-ty-co-phan-duoc-apimed-viet-nam
MFR001099,INCEPTA,incepta
MFR001100,"MERCK SHARP & DOHME., LTD",merck-sharp-and-dohme-ltd
MFR001101,Công ty cổ phần Korea United Pharm. Int' L.,cong-ty-co-phan-korea-united-pharm-int-l
MFR001102,CPC1 HN,cpc1-hn
MFR001103,REPLEK FARM,replek-farm
MFR001104,BRV HEALTHCARE,brv-healthcare
MFR001105,"Neuraxpharm Pharmaceuticals, S.L",neuraxpharm-pharmaceuticals-sl
MFR001106,Công ty cổ phần dược phẩm Ampharco U.S.A,cong-ty-co-phan-duoc-pham-ampharco-usa
MFR001107,CÔNG TY CỔ PHẦN DƯỢC HÀ TĨNH - VIỆT NAM,cong-ty-co-phan-duoc-ha-tinh-viet-nam
MFR001108,CHI NHÁNH CÔNG TY CỔ PHẦN DƯỢC PHẨM PHONG PHÚ,chi-nhanh-cong-ty-co-phan-duoc-pham-phong-phu
MFR001109,Bristol Myers Squilbb,bristol-myers-squilbb
MFR001110,STELLAPHARM - VIỆT NAM,stellapharm-viet-nam
MFR001111,UCB PHARMA SA,ucb-pharma-sa
MFR001112,P.T. TANABE INDONESIA,pt-tanabe-indonesia
MFR001113,CN CTY TNHH LD STADA-VN,cn-cty-tnhh-ld-stada-vn
MFR001114,HANMI,hanmi
MFR001115,AUROBINDO,aurobindo
MFR001116,MEDICA KOREA CO,medica-korea-co
MFR001117,"Troikaa Pharm., Ltd",troikaa-pharm-ltd
MFR001118,CÔNG TY CP DƯỢC PHẨM SAO KIM,cong-ty-cp-duoc-pham-sao-kim
MFR001119,POLFARMEX S.A,polfarmex-sa
MFR001120,DELTA PHARMA,delta-pharma
MFR001121,TRUNG ƯƠNG 3,trung-uong-3
MFR001122,CÔNG TY DƯỢC PHẨM TW2 - VIỆT NAM,cong-ty-duoc-pham-tw2-viet-nam
MFR001123,HẢI DƯƠNG PHARMA,hai-duong-pharma
MFR001124,HÃNG DONGKOO BIO & PHARMA – HÀN QUỐC,hang-dongkoo-bio-and-pharma-han-quoc
MFR001125,CÔNG TY CỔ PHẦN DƯỢC VTYT HÀ NAM,cong-ty-co-phan-duoc-vtyt-ha-nam
MFR001126,KOREA ARLICO PHARMA,korea-arlico-pharma
MFR001127,CÔNG TY CỔ PHẦN DƯỢC PHẨM SAO KIM - VIỆT NAM,cong-ty-co-phan-duoc-pham-sao-kim-viet-nam
MFR001128,Công ty cổ phần dược phẩm Khánh Hoà,cong-ty-co-phan-duoc-pham-khanh-hoa
MFR001129,CÔNG TY CP DƯỢC PHẨM ĐẠT VI PHÚ,cong-ty-cp-duoc-pham-dat-vi-phu
MFR001130,Công ty TNHH dược phẩm Đạt Vi Phú,cong-ty-tnhh-duoc-pham-dat-vi-phu
MFR001131,BUSHU PHARMACEUTICALS LTD,bushu-pharmaceuticals-ltd
MFR001132,REMEDICA LTD.,remedica-ltd
MFR001133,CÔNG TY DƯỢC TRUNG ƯƠNG MEDIPLANTEX,cong-ty-duoc-trung-uong-mediplantex
MFR001134,BIOCODEX,biocodex
MFR001135,Janssen,janssen
MFR001136,Viatris Pharmaceuticals LLC,viatris-pharmaceuticals-llc
MFR001137,MYLAN LABORATORIES SAS,mylan-laboratories-sas
MFR001138,XÍ NGHIỆP DƯỢC PHẨM 150,xi-nghiep-duoc-pham-150
MFR001139,CÔNG TY CP DƯỢC DANAPHA,cong-ty-cp-duoc-danapha
MFR001140,CÔNG TY CỔ PHẦN DƯỢC DANAPHA,cong-ty-co-phan-duoc-danapha
MFR001141,SOLUPHARM,solupharm
MFR001142,CÔNG TY TNHH PHIL INTER PHARMA - VIỆT NAM,cong-ty-tnhh-phil-inter-pharma-viet-nam
MFR001143,PRECISE CHEMIPHARMA,precise-chemipharma
MFR001144,CÔNG TY CỔ PHẦN DƯỢC PHẨM VĨNH PHÚC (VINPHACO),cong-ty-co-phan-duoc-pham-vinh-phuc-vinphaco
MFR001145,EISAI,eisai
MFR001146,AKUM DRUG PHARMA,akum-drug-pharma
MFR001147,CÔNG TY LIÊN DOANH MEYER-BPC - VIỆT NAM,cong-ty-lien-doanh-meyer-bpc-viet-nam
MFR001148,Dragenopharm,dragenopharm
MFR001149,Delpharm Huningue S.A.S,delpharm-huningue-sas
MFR001150,UMEDICA LABORATORIES,umedica-laboratories
MFR001151,UMEDICA LABORATORIES PVT. LTD.,umedica-laboratories-pvt-ltd
MFR001152,Iko,iko
MFR001153,Chi nhánh Công ty cổ phần dược phẩm Agimexpharm– Bình Hòa,chi-nhanh-cong-ty-co-phan-duoc-pham-agimexpharm-binh-hoa
MFR001154,CÔNG TY CỔ PHẦN KOREA UNITED PHARM. INT’ L,cong-ty-co-phan-korea-united-pharm-int-l
MFR001155,SOFTGEL HEALTCARE,softgel-healtcare
MFR001156,CÔNG TY CỔ PHẦN DƯỢC PHẨM DANAPHA,cong-ty-co-phan-duoc-pham-danapha
MFR001157,CTY CP DƯỢC PHẨM GIA NGUYỄN,cty-cp-duoc-pham-gia-nguyen
MFR001158,"AUROBINDO PHARMA., LTD - ẤN ĐỘ",aurobindo-pharma-ltd-an-do
MFR001159,CÔNG TY CỔ PHẦN DƯỢC HÀ TĨNH – VIỆT NAM,cong-ty-co-phan-duoc-ha-tinh-viet-nam
MFR001160,GENEPHARM S.A,genepharm-sa
MFR001161,"CHO-A PHARM CO., LTD - HÀN QUỐC",cho-a-pharm-co-ltd-han-quoc
MFR001162,CÔNG TY DAVIPHARM,cong-ty-davipharm
MFR001163,CÔNG TY CP KOREA UNITED,cong-ty-cp-korea-united
MFR001164,GENEPHARM,genepharm
MFR001165,DONAIPHARM,donaipharm
MFR001166,CÔNG TY CỔ PHẦN DƯỢC ĐỒNG NAI,cong-ty-co-phan-duoc-dong-nai
MFR001167,CÔNG TY CPDP AGIMEXPHAR,cong-ty-cpdp-agimexphar
MFR001168,JUBILANT,jubilant
MFR001169,CÔNG TY CỔ PHẦN NGHIÊN CỨU VÀ SẢN XUẤT DƯỢC PHẨM MERACINE,cong-ty-co-phan-nghien-cuu-va-san-xuat-duoc-pham-meracine
MFR001170,"Noucor Health, S.A",noucor-health-sa
MFR001171,MEYER-BPC,meyer-bpc
MFR001172,KOREA PHARMA,korea-pharma
MFR001173,SUN,sun
MFR001174,Union Korea Pharm.,union-korea-pharm
MFR001175,PT KALBE FARMA,pt-kalbe-farma
MFR001176,CTY CP PYMEPHARCO,cty-cp-pymepharco
MFR001177,CTY TNHH LD STELLAPHARM - CN1,cty-tnhh-ld-stellapharm-cn1
MFR001178,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRÀ VINH (TV PHARM) - VIỆT NAM,cong-ty-co-phan-duoc-pham-tra-vinh-tv-pharm-viet-nam
MFR001179,AMPHARCO U.S.A,ampharco-usa
MFR001180,CÔNG TY CỔ PHẦN SẢN XUẤT -  THƯƠNG MẠI DƯỢC PHẨM ĐÔNG NAM,cong-ty-co-phan-san-xuat-thuong-mai-duoc-pham-dong-nam
MFR001181,MEDLAC PHARMA,medlac-pharma
MFR001182,NerPharMa S.R.L,nerpharma-srl
MFR001183,PHARMATHEN,pharmathen
MFR001184,Nexpharm,nexpharm
MFR001185,HELP S.A,help-sa
MFR001186,CTY TNHH HASAN-DERMAPHARM,cty-tnhh-hasan-dermapharm
MFR001187,SUN PHARMACEUTICAL,sun-pharmaceutical
MFR001188,PHARMACEUTICAL WORKS ADAMED PHARMA JOINT STOCK COMPANY - BA LAN,pharmaceutical-works-adamed-pharma-joint-stock-company-ba-lan
MFR001189,"BCWORLD PHARM. CO., LTD - HÀN QUỐC",bcworld-pharm-co-ltd-han-quoc
MFR001190,ind-swift,ind-swift
MFR001191,AKUMS DRUGS & PHARMACEUTICALS LTD. - ẤN ĐỘ,akums-drugs-and-pharmaceuticals-ltd-an-do
MFR001192,CÔNG TY DƯỢC PHẨM ĐỒNG NAI,cong-ty-duoc-pham-dong-nai
MFR001193,LABORATORIOS LESVI S.L - TÂY BAN NHA,laboratorios-lesvi-sl-tay-ban-nha
MFR001194,PFIZER AUSTRALIA PTY LTD,pfizer-australia-pty-ltd
MFR001195,CTY CP DƯỢC DANAPHA,cty-cp-duoc-danapha
MFR001196,CÔNG TY CỔ PHẦN DƯỢC PHẨM NAM HÀ,cong-ty-co-phan-duoc-pham-nam-ha
MFR001197,Kwality,kwality
MFR001198,"Egis Pharma Public, Ltd., Co",egis-pharma-public-ltd-co
MFR001199,CTY CP DP BOSTON VIỆT NAM,cty-cp-dp-boston-viet-nam
MFR001200,KWALITY PHARMACEUTICALS,kwality-pharmaceuticals
MFR001201,CÔNG TY CỔ PHẦN DƯỢC VẬT TƯ Y TẾ NGHỆ AN - VIỆT NAM,cong-ty-co-phan-duoc-vat-tu-y-te-nghe-an-viet-nam
MFR001202,CÔNG TY CỔ PHẦN DƯỢC TW MEDIPLANTEX - VIỆT NAM,cong-ty-co-phan-duoc-tw-mediplantex-viet-nam
MFR001203,CT CP DƯỢC TRUNG ƯƠNG MEDIPLANTEX,ct-cp-duoc-trung-uong-mediplantex
MFR001204,RECKITT BENCKISER HEALTHCARE (UK) LIMITED,reckitt-benckiser-healthcare-uk-limited
MFR001205,ABBOTT BIOLOGICALS B.V,abbott-biologicals-bv
MFR001206,YUHAN,yuhan
MFR001207,PHARMATIS,pharmatis
MFR001208,Ardeypharm GmbH,ardeypharm-gmbh
MFR001209,UAB ACONITUM,uab-aconitum
MFR001210,PT KONIMEX,pt-konimex
MFR001211,Reckitt Benckiser Healthcare,reckitt-benckiser-healthcare
MFR001212,Berlin-Chemie AG (Menarini Group),berlin-chemie-ag-menarini-group
MFR001213,Bio,bio
MFR001214,ABBOTT LABORATORIES,abbott-laboratories
MFR001215,ph,ph
MFR001216,RX,rx
MFR001217,MINSKINTERCAPS U.V,minskintercaps-uv
MFR001218,HATAPHAR,hataphar
MFR001219,PHARIMEXCO,pharimexco
MFR001220,Opella Healthcare Italy S.R.L.,opella-healthcare-italy-srl
MFR001221,Biopharm,biopharm
MFR001222,Kyung Dong,kyung-dong
MFR001223,BIOPHARCO,biopharco
MFR001224,LABORATORIOS NORMON S.A.,laboratorios-normon-sa
MFR001225,Meyer Organics Pvt.Ltd,meyer-organics-pvtltd
MFR001226,BÀ GIẰNG,ba-giang
MFR001227,CÔNG TY CỔ PHẦM DƯỢC PHẨM QUỐC TẾ ABIPHA,cong-ty-co-pham-duoc-pham-quoc-te-abipha
MFR001228,DELPHARM REIMS,delpharm-reims
MFR001229,CÔNG TY CỔ PHẦN VẮC XIN VÀ SINH PHẨM NHA TRANG,cong-ty-co-phan-vac-xin-va-sinh-pham-nha-trang
MFR001230,YSO,yso
MFR001231,LABORATOIRES GRIMBERG S.A,laboratoires-grimberg-sa
MFR001232,Mega,mega
MFR001233,Adare Pharmaceuticals S.A.S,adare-pharmaceuticals-sas
MFR001234,"DAEWOONG PHARMACEUTICAL CO.,TD",daewoong-pharmaceutical-cotd
MFR001235,Forte,forte
MFR001236,Nakorn,nakorn
MFR001237,"Fourrts (India) Laboratories Pvt., Ltd",fourrts-india-laboratories-pvt-ltd
MFR001238,M/S PANACEA BIOTEC,ms-panacea-biotec
MFR001239,HÀ NỘI,ha-noi
MFR001240,FYNK Pharmaceuticals,fynk-pharmaceuticals
MFR001241,RPG LIFE SCIENCES LTD.,rpg-life-sciences-ltd
MFR001242,CÔNG TY CỔ PHẦN DƯỢC HÀ TĨNH,cong-ty-co-phan-duoc-ha-tinh
MFR001243,USA - NIC PHARMA,usa-nic-pharma
MFR001244,CÔNG TY CỔ PHẦN DƯỢC PHẨM HÀ TÂY,cong-ty-co-phan-duoc-pham-ha-tay
MFR001245,CÔNG TY DƯỢC & TRANG THIẾT BỊ Y TẾ BÌNH ĐỊNH (BIDIPHAR) - VIỆT NAM,cong-ty-duoc-and-trang-thiet-bi-y-te-binh-dinh-bidiphar-viet-nam
MFR001246,MEGA WE CARE,mega-we-care
MFR001247,SEARLE PAKISTAN LIMITED,searle-pakistan-limited
MFR001248,CÔNG TY TNHH MTV VẮC XIN VÀ SINH PHẨM NHA TRANG - BIOPHARCO,cong-ty-tnhh-mtv-vac-xin-va-sinh-pham-nha-trang-biopharco
MFR001249,MAYOLY SPINDLER,mayoly-spindler
MFR001250,Laboratorio Farmindustria,laboratorio-farmindustria
MFR001251,Enema,enema
MFR001252,LABORATOIRES ROSA PHYTOPHARMA,laboratoires-rosa-phytopharma
MFR001253,CTCP DƯỢC PHẨM MEKOPHAR,ctcp-duoc-pham-mekophar
MFR001254,Công ty TNHH dược phẩm USA - NIC (USA - NIC Pharma),cong-ty-tnhh-duoc-pham-usa-nic-usa-nic-pharma
MFR001255,"KOLMAR PHARMA CO., LTD. - HÀN QUỐC",kolmar-pharma-co-ltd-han-quoc
MFR001256,GLOBE PHARMACEUTICALS,globe-pharmaceuticals
MFR001257,CÔNG TY CỔ PHẦN 23 THÁNG 9 - VIỆT NAM,cong-ty-co-phan-23-thang-9-viet-nam
MFR001258,BẢO LONG,bao-long
MFR001259,SAGOPHA,sagopha
MFR001260,NATTERMAN,natterman
MFR001261,CÔNG TY LIÊN DOANH DƯỢC PHẨM MEBIPHAR-AUSTRAPHARM,cong-ty-lien-doanh-duoc-pham-mebiphar-austrapharm
MFR001262,CÔNG TY CP XNK Y TẾ DOMESCO,cong-ty-cp-xnk-y-te-domesco
MFR001263,DENK PHARMA,denk-pharma
MFR001264,HAIKOU,haikou
MFR001265,PARIET,pariet
MFR001266,TAKEDA GMBH,takeda-gmbh
MFR001267,SOPHARTEX,sophartex
MFR001268,CÔNG TY CP DƯỢC PHẨM 2/9 - NADYPHAR,cong-ty-cp-duoc-pham-29-nadyphar
MFR001269,Farmea,farmea
MFR001270,"CÔNG TY CỔ PHẦN DƯỢC PHẨM BOSTON, VIỆT NAM",cong-ty-co-phan-duoc-pham-boston-viet-nam
MFR001271,LABORATORIOS LICONSA,laboratorios-liconsa
MFR001272,"KOREA PHARMA CO., LTD.",korea-pharma-co-ltd
MFR001273,"Otsuka Pharmaceutical Co., Ltd. Tokushima Itano Factory",otsuka-pharmaceutical-co-ltd-tokushima-itano-factory
MFR001274,"Raptakos, Brett",raptakos-brett
MFR001275,Cipla,cipla
MFR001276,DAINIPPON,dainippon
MFR001277,ADVANCE PHARMA GMBH,advance-pharma-gmbh
MFR001278,Sopharma,sopharma
MFR001279,"MEGA LIFESCIENCES., LTD",mega-lifesciences-ltd
MFR001280,ABC Farmaceutici S.P.A,abc-farmaceutici-spa
MFR001281,CÔNG TY CỔ PHẦN SANOFI VIỆT NAM,cong-ty-co-phan-sanofi-viet-nam
MFR001282,Janssen Pharmaceutica NV,janssen-pharmaceutica-nv
MFR001283,"FARMALABOR-PRODUTOS FARMACÊUTICOS, S.A - BỒ ĐÀO NHA",farmalabor-produtos-farmaceuticos-sa-bo-dao-nha
MFR001284,"KOREA PRIME PHARM CO., LTD",korea-prime-pharm-co-ltd
MFR001285,CHI NHÁNH CÔNG TY CỔ PHẦN DƯỢC PHẨM TRƯỜNG THỌ,chi-nhanh-cong-ty-co-phan-duoc-pham-truong-tho
MFR001286,AS Grindeks,as-grindeks
MFR001287,CÔNG TY DƯỢC PHẨM & THƯƠNG MẠI PHƯƠNG ĐÔNG,cong-ty-duoc-pham-and-thuong-mai-phuong-dong
MFR001288,CÔNG TY CỔ PHẦN DƯỢC PHẨM PHONG PHÚ - PP PHARCO,cong-ty-co-phan-duoc-pham-phong-phu-pp-pharco
MFR001289,CÔNG TY CP DƯỢC PHẨM CPC1 HÀ NỘI,cong-ty-cp-duoc-pham-cpc1-ha-noi
MFR001290,Foripharm,foripharm
MFR001291,Incepta Pharmaceuticals,incepta-pharmaceuticals
MFR001292,FERRING,ferring
MFR001293,CÔNG TY CỔ PHẦN DƯỢC PHẨM TW 25,cong-ty-co-phan-duoc-pham-tw-25
MFR001294,RAPTAKOS,raptakos
MFR001295,Sterling,sterling
MFR001296,Inventia Healthcare Pvt. Ltd.,inventia-healthcare-pvt-ltd
MFR001297,PHIL INTER PHARMA,phil-inter-pharma
MFR001298,CHINOIN PHARMACEUTICAL & CHEMICAL WORKS,chinoin-pharmaceutical-and-chemical-works
MFR001299,GLOMED/ Công ty TNHH Abbott Healthcare Việt Nam,glomed-cong-ty-tnhh-abbott-healthcare-viet-nam
MFR001300,TAI GUK PHARM,tai-guk-pharm
MFR001301,AXON,axon
MFR001302,LABORATORIOS CASASCO S.A.I.C,laboratorios-casasco-saic
MFR001303,FLAMINGO PHARMACEUTICALS LTD,flamingo-pharmaceuticals-ltd
MFR001304,"KRKA, D.D, NOVO MESTO",krka-dd-novo-mesto
MFR001305,KOREA ARLICO PHARM,korea-arlico-pharm
MFR001306,MEPRO PHARMACEUTICALS PVT. LTD. - ẤN ĐỘ,mepro-pharmaceuticals-pvt-ltd-an-do
MFR001307,GRACURE PHARRMACEUTICALS,gracure-pharrmaceuticals
MFR001308,SQUARE PHARMACEUTICALS,square-pharmaceuticals
MFR001309,FERRING PHARMACEUTICALS,ferring-pharmaceuticals
MFR001310,CÔNG TY CPDP CPC1 HÀ NỘI,cong-ty-cpdp-cpc1-ha-noi
MFR001311,B. Braun Melsungen AG,b-braun-melsungen-ag
MFR001312,THAI NAKORN PATANA (VN),thai-nakorn-patana-vn
MFR001313,YSP INDUSTRIES,ysp-industries
MFR001314,Hdpharma,hdpharma
MFR001315,CÔNG TY CP DƯỢC HÀ TĨNH,cong-ty-cp-duoc-ha-tinh
MFR001316,KHAPHACO,khaphaco
MFR001317,AIMEXPHARM,aimexpharm
MFR001318,SOHACO GROUP,sohaco-group
MFR001319,CTY NIC - USA PHARMA,cty-nic-usa-pharma
MFR001320,CÔNG TY CỔ PHẦN DƯỢC PHẨM VĨNH PHÚC (VINPHACO) - VIỆT NAM,cong-ty-co-phan-duoc-pham-vinh-phuc-vinphaco-viet-nam
MFR001321,"KYUNG DONG PHARM CO., LTD - HÀN QUỐC",kyung-dong-pharm-co-ltd-han-quoc
MFR001322,MICRO LABS LIMITED,micro-labs-limited
MFR001323,Pro.Med.CS Praha a.s,promedcs-praha-as
MFR001324,"LABORATORIOS LICONSA, S.A",laboratorios-liconsa-sa
MFR001325,"MEDICA KOREA CO., LTD",medica-korea-co-ltd
MFR001326,CÔNG TY TNHH LD STELLAPHARM,cong-ty-tnhh-ld-stellapharm
MFR001327,"NEXPHARM KOREA CO,LTD",nexpharm-korea-coltd
MFR001328,Swiss Pharma,swiss-pharma
MFR001329,LABORATOIRES FOURNIER S.A,laboratoires-fournier-sa
MFR001330,Saga Laboratories,saga-laboratories
MFR001331,Bosch Pharmaceuticals (Pvt.) Ltd.,bosch-pharmaceuticals-pvt-ltd
MFR001332,The Madras Pharmaceuticals,the-madras-pharmaceuticals
MFR001333,VALPHARMA INTERNATIONAL SPA,valpharma-international-spa
MFR001334,CÔNG TY CỔ PHẨN DƯỢC PHẨM CƯU LONG,cong-ty-co-phan-duoc-pham-cuu-long
MFR001335,CÔNG TY CPDP VĨNH PHÚC,cong-ty-cpdp-vinh-phuc
MFR001336,CT CP DƯỢC PHẨM AGIMEXPHARM,ct-cp-duoc-pham-agimexpharm
MFR001337,KOREA PRIME PHARM,korea-prime-pharm
MFR001338,US PHARMA USA,us-pharma-usa
MFR001339,IL-YANG PHARM,il-yang-pharm
MFR001340,KHANG MINH,khang-minh
MFR001341,CÔNG TY TNHH DƯỢC PHẨM USA - NIC,cong-ty-tnhh-duoc-pham-usa-nic
MFR001342,MEPRO PHARMACEUTICALS PVT. LTD.,mepro-pharmaceuticals-pvt-ltd
MFR001343,BIO-LABS,bio-labs
MFR001344,CÔNG TY DƯỢC PHẨM OPV,cong-ty-duoc-pham-opv
MFR001345,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRƯỜNG THỌ,cong-ty-co-phan-duoc-pham-truong-tho
MFR001346,FLAMINGO PHARMACEUTICALS LTD.,flamingo-pharmaceuticals-ltd
MFR001347,TORRENT PHARMACEUTICALS LTD,torrent-pharmaceuticals-ltd
MFR001348,NATCO PHARMA LIMITED,natco-pharma-limited
MFR001349,CÔNG TY CPDP HÀ NAM,cong-ty-cpdp-ha-nam
MFR001350,CÔNG TY CỔ PHẨN DƯỢC PHẨM HÀ TÂY,cong-ty-co-phan-duoc-pham-ha-tay
MFR001351,AKRITI,akriti
MFR001352,P.T. NOVELL PHARMACEUTICAL,pt-novell-pharmaceutical
MFR001353,Nobelfarma Ilac Sanayii Ve Ticaret A.S,nobelfarma-ilac-sanayii-ve-ticaret-as
MFR001354,SCHNELL BIOPHARMACEUTICALS,schnell-biopharmaceuticals
MFR001355,"HUTECS KOREA PHARMACEUTICAL CO.,LTD",hutecs-korea-pharmaceutical-coltd
MFR001356,ACME,acme
MFR001357,HUONS,huons
MFR001358,BHARAT,bharat
MFR001359,Incepta Pharmaceuticals Limited,incepta-pharmaceuticals-limited
MFR001360,Aurochem,aurochem
MFR001361,Denk,denk
MFR001362,MEDLEY PHARMACEUTICAL,medley-pharmaceutical
MFR001363,CÔNG TY CPDP AMPHARCO U.S.A,cong-ty-cpdp-ampharco-usa
MFR001364,CÔNG TY CP DƯỢC PHẨM TRƯỜNG THỌ,cong-ty-cp-duoc-pham-truong-tho
MFR001365,CÔNG TY CP PYMEPHACO,cong-ty-cp-pymephaco
MFR001366,CTCP HÓA-DƯỢC PHẨM MEKOPHAR,ctcp-hoa-duoc-pham-mekophar
MFR001367,CTY CP HÓA-DƯỢC PHẨM MEKOPHAR,cty-cp-hoa-duoc-pham-mekophar
MFR001368,CÔNG TY CỔ PHẦN SAO THÁI DƯƠNG,cong-ty-co-phan-sao-thai-duong
MFR001369,"Micro Labs., Ltd",micro-labs-ltd
MFR001370,ARISTOPHARMA,aristopharma
MFR001371,CTY CP DP T.Ư VIDIPHA,cty-cp-dp-tu-vidipha
MFR001372,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG 3,cong-ty-co-phan-duoc-pham-trung-uong-3
MFR001373,THERAGEN ETEX,theragen-etex
MFR001374,CÔNG TY DƯỢC PHẨM VÀ THƯƠNG MẠI PHƯƠNG ĐÔNG,cong-ty-duoc-pham-va-thuong-mai-phuong-dong
MFR001375,"THE ACME LABORATORIES., LTD",the-acme-laboratories-ltd
MFR001376,ACME FORMULATION (P) LTD - ẤN ĐỘ,acme-formulation-p-ltd-an-do
MFR001377,VALPHARMA,valpharma
MFR001378,CHI NHÁNH CÔNG TY CỔ PHẦN ARMEPHACO- XÍ NGHIỆP DƯỢC PHẨM 150 - VIỆT NAM,chi-nhanh-cong-ty-co-phan-armephaco-xi-nghiep-duoc-pham-150-viet-nam
MFR001379,STERLING HEALTHCARE LTD,sterling-healthcare-ltd
MFR001380,LAINCO,lainco
MFR001381,CÔNG TY CPDP TRUNG ƯƠNG 1-PHARBACO,cong-ty-cpdp-trung-uong-1-pharbaco
MFR001382,Berlin,berlin
MFR001383,XL LABORATORIES,xl-laboratories
MFR001384,Daewon,daewon
MFR001385,LABORATORIO ITALIANO BIOCHIMICO FARMACEUTICO,laboratorio-italiano-biochimico-farmaceutico
MFR001386,"Yoo Young Pharmaceutical Co., Ltd.",yoo-young-pharmaceutical-co-ltd
MFR001387,Synmedic,synmedic
MFR001388,Takeda Pharmaceutical Company Ltd.,takeda-pharmaceutical-company-ltd
MFR001389,Công ty CP Dược phẩm Đạt Vi Phú (DAVIPHARM),cong-ty-cp-duoc-pham-dat-vi-phu-davipharm
MFR001390,CÔNG TY CP DƯỢC VTYT HẢI DƯƠNG,cong-ty-cp-duoc-vtyt-hai-duong
MFR001391,JS PHARM,js-pharm
MFR001392,WITHUS,withus
MFR001393,MADAUS,madaus
MFR001394,BRV Pharma,brv-pharma
MFR001395,CÔNG TY CỔ PHẦN DƯỢC MEDIPHARCO,cong-ty-co-phan-duoc-medipharco
MFR001396,Organon Heist bv,organon-heist-bv
MFR001397,UCB FARCHIN S.A,ucb-farchin-sa
MFR001398,P.T BAYER INDONESIA,pt-bayer-indonesia
MFR001399,BLUEPHARMA- INDÚSTRIA FARMACÊUTICA,bluepharma-industria-farmaceutica
MFR001400,CTY TNHH US PHARMA USA,cty-tnhh-us-pharma-usa
