product_code,registration_number,dosage_form_code,requires_prescription,shelf_life_months,temperature_condition,light_condition,humidity_condition
P005746,893110073100,DF000007,true,24,,,
P005747,893100411024,DF000007,false,48,,,
P005748,VD-19224-13,DF000007,true,36,,,
P005749,VD-18417-13,DF000007,true,,,,
P005750,893110093624,DF000007,true,60,,,
P005751,VD-18998-13,DF000007,true,36,,,
P005752,893110419924,DF000007,true,36,,,
P005753,893110201624,DF000063,true,36,,,
P005754,893100643424,DF000026,false,36,,,
P005755,893100384723,DF000026,false,36,,,
P005756,893100311300,DF000069,false,36,,,
P005757,893100671224,DF000069,false,36,,,
P005758,893100824824,DF000033,false,36,,,
P005759,893100311300,DF000069,false,36,,,
P005760,893100311500,DF000069,false,36,,,
P005761,885100018524,DF000105,false,36,,,
P005762,893100671224,DF000069,false,36,,,
P005763,VD-16573-12,DF000105,false,36,,,
P005764,893100311300,DF000069,false,36,,,
P005765,893100138324,DF000069,false,36,,,
P005766,885100033223,DF000001,false,36,,,
P005767,893100203024,DF000006,false,24,,,
P005768,893100328923,DF000007,false,36,,,
P005769,893100165125,DF000063,false,36,,,
P005770,TCT-00140-23,DF000069,false,36,,,
P005771,893100277623,DF000006,false,24,,,
P005772,893100048724,DF000033,false,24,,,
P005773,TCT-00114-23,DF000001,false,24,,,
P005774,TCT-00115-23,DF000001,false,36,,,
P005775,893100264900,DF000114,false,24,,,
P005776,893100512124,DF000063,false,24,,,
P005777,TCT-00165-23,DF000069,false,24,,,
P005778,VN-16361-13,DF000001,false,36,,,
P005779,890100345425,DF000069,false,36,,,
P005780,885100033023,DF000001,false,36,,,
P005781,885100033123,DF000105,false,36,,,
P005782,VN-18071-14,DF000001,false,36,,,
P005783,400200006124,DF000069,false,36,,,
P005784,893100393823,DF000063,false,24,,,
P005785,400100014224,DF000105,false,24,,,
P005786,893100353223,DF000069,false,24,,,
P005787,VN-15737-12,DF000007,false,24,,,
P005788,893100202023,DF000069,false,18,,,
P005789,VD-18156-12,DF000033,false,24,,,
P005790,893100495624,DF000037,false,24,,,
P005791,VN-17427-13,DF000069,false,60,,,
P005792,VN-22331-19,DF000001,false,24,,,
P005793,TCT-00090-22,DF000001,false,42,,,
P005794,VD-29241-18,DF000033,false,36,,,
P005795,VD-14755-11,DF000001,false,36,,,
P005796,TCT-00092-22,DF000069,false,48,,,
P005797,893100415224,DF000007,false,24,,,
P005798,893100075900,DF000105,false,36,,,
P005799,VN-17872-14,DF000006,false,36,,,
P005800,TCT-00336-25,DF000069,false,36,,,
P005801,400200006124,DF000069,false,36,,,
P005802,TCT-00132-23,DF000069,false,24,,,
P005803,893100264900,DF000114,false,24,,,
P005804,893100166725,DF000033,false,36,,,
P005805,893100195624,DF000069,false,24,,,
P005806,300100979524,DF000038,false,36,,,
P005807,893100269700,DF000005,false,36,,,
P005808,893100220924,DF000006,false,36,,,
P005809,893100401624,DF000069,false,36,,,
P005810,893100115723,DF000063,false,24,,,
P005811,VN-23097-22,DF000122,false,36,,,
P005812,893100386523,DF000105,false,24,,,
P005813,893101216400,DF000063,false,36,,,
P005814,TCT-00093-22,DF000069,false,36,,,
P005815,VN-17055-13,DF000001,false,36,,,
P005816,VN-17056-13,DF000001,false,36,,,
P005817,893100203924,DF000006,false,24,,,
P005818,893200129000,DF000033,false,36,,,
P005819,893100235600,DF000069,false,24,,,
P005820,893100847024,DF000026,false,36,,,
P005821,893100277623,DF000006,false,2,,,
P005822,893100202624,DF000069,false,24,,,
P005823,893100263800,DF000005,false,24,,,
P005824,893100555324,DF000006,false,24,,,
P005825,893100591024,DF000069,false,24,,,
P005826,VD-22646-15,DF000069,false,24,,,
P005827,560100344325,DF000069,false,30,,,
P005828,VD-31256-18,DF000033,false,36,,,
P005829,893100277300,DF000069,false,36,,,
P005830,VN-16361-13,DF000001,false,36,,,
P005831,885100033123,DF000001,false,36,,,
P005832,VD-13236-10,DF000001,false,24,,,
P005833,VN-17515-13,DF000007,false,60,,,
P005834,893100512224,DF000069,false,24,,,
P005835,893100261223,DF000026,false,36,,,
P005836,893100379524,DF000007,false,36,,,
P005837,893100141524,DF000007,false,36,,,
P005838,VD-16513-12,DF000069,false,24,,,
P005839,VD-15583-11,DF000002,false,24,,,
P005840,893100330723,DF000037,false,24,,,
P005841,VN-19978-16,DF000034,false,24,,,
P005842,VN-18071-14,DF000105,false,36,,,
P005843,893100311600,DF000069,false,36,,,
P005844,V9-H12-16,DF000069,false,24,,,
P005845,893100626824,DF000034,false,36,,,
P005846,893100013800,DF000034,false,36,,,
P005847,893100350623,DF000033,false,48,,,
P005848,VD-24125-16,DF000006,false,36,,,
P005849,VD-31412-18,DF000069,false,36,,,
P005850,893100210000,DF000006,false,24,,,
P005851,893100107423,DF000069,false,48,,,
P005852,893100097224,DF000033,false,24,,,
P005853,893100073200,DF000005,false,36,,,
P005854,893100563824,DF000007,false,36,,,
P005855,VD-23357-15,DF000037,false,60,,,
P005856,VD-21248-14,DF000026,false,36,,,
P005857,VD-29245-18,DF000069,false,36,,,
P005858,893100292123,DF000007,false,36,,,
P005859,893100405624,DF000007,false,36,,,
P005860,890100531524,DF000087,false,24,,,
P005861,880200407825,DF000069,false,36,,,
P005862,893100584024,DF000069,false,36,,,
P005863,893100810024,DF000033,false,36,,,
P005864,VD-19310-13,DF000006,false,36,,,
P005865,893100156525,DF000006,false,36,,,
P005866,300100348824,DF000034,false,24,,,
P005867,893100171123,DF000007,false,36,,,
P005868,V180-H02-19,DF000114,false,24,,,
P005869,482100206223,DF000069,false,24,,,
P005870,893100204500,DF000034,false,24,,,
P005871,893100420424,DF000006,false,24,,,
P005872,893100335523,DF000037,false,36,,,
P005873,893100393024,DF000006,false,36,,,
P005874,599100012024,DF000007,false,60,,,
P005875,TCT-00091-22,DF000069,false,48,,,
P005876,VD-23543-15,DF000007,false,36,,,
P005877,VN-19164-15,DF000006,false,60,,,
P005878,893100845524,DF000063,false,24,,,
P005879,893100200524,DF000063,false,36,,,
P005880,885100033023,DF000001,false,36,,,
P005881,VD-10824-10,DF000063,false,36,,,
P005882,VD-16378-12,DF000026,false,36,,,
P005883,893100467724,DF000063,false,24,,,
P005884,893100495724,DF000053,false,24,,,
P005885,893100682124,DF000033,false,36,,,
P005886,893100626624,DF000033,false,36,,,
P005887,893100471124,DF000028,false,36,,,
P005888,893100131425,DF000033,false,24,,,
P005889,893100347423,DF000033,false,36,,,
P005890,893100213025,DF000037,false,36,,,
P005891,893100318000,DF000006,false,36,,,
P005892,893100122225,DF000007,false,36,,,
P005893,893100063924,DF000007,false,24,,,
P005894,893100210000,DF000006,false,24,,,
P005895,893100198124,DF000026,false,36,,,
P005896,893100211000,DF000026,false,36,,,
P005897,893100804824,DF000069,false,24,,,
P005898,VD-22874-15,DF000033,false,24,,,
P005899,VD-35730-22,DF000007,false,36,,,
P005900,893100247500,DF000069,false,24,,,
P005901,VN-20150-16,DF000069,false,36,,,
P005902,VN-16885-13,DF000069,false,24,,,
P005903,VD-32354-19,DF000069,false,18,,,
P005904,893100065900,DF000001,false,24,,,
P005905,893100551624,DF000069,false,24,,,
P005906,VD-19166-13,DF000002,false,36,,,
P005907,VN-13520-11,DF000063,false,36,,,
P005908,893100881824,DF000022,false,30,,,
P005909,VN-20742-17,DF000069,false,24,,,
P005910,893100206625,DF000006,false,36,,,
P005911,VD-16962-12,DF000069,false,36,,,
P005912,474100339825,DF000122,false,24,,,
P005913,893101417824,DF000063,true,36,,,
P005914,893101853524,DF000063,false,36,,,
P005915,VN-21576-18,DF000069,true,36,,,
P005916,VD-24083-16,DF000069,true,36,,,
P005917,893110707224,DF000026,true,36,,,
P005918,893110077700,DF000026,true,48,,,
P005919,520110526824,DF000026,true,18,,,
P005920,893110218524,DF000026,true,36,,,
P005921,893111494325,DF000007,true,36,,,
P005922,893115305523,DF000139,true,36,,,
P005923,893115305623,DF000139,true,36,,,
P005924,893115025324,DF000139,true,36,,,
P005925,500110412923,DF000026,true,24,,,
P005926,893115256000,DF000006,true,24,,,
P005927,VD-19625-13,DF000026,true,36,,,
P005928,VN-18791-15,DF000140,true,24,,,
P005929,893110468624,DF000105,true,30,,,
P005930,VN-20379-17,DF000141,true,24,,,
P005931,840110788024,DF000121,true,24,,,
P005932,VN-22715-21,DF000142,true,24,,,
P005933,300111082223,DF000051,true,36,,,
P005934,896110995624,DF000026,true,36,,,
P005935,VN-19797-16,DF000121,true,24,,,
P005936,VN-17269-13,DF000121,true,24,,,
P005937,VN-16125-13,DF000007,true,36,,,
P005938,893110641124,DF000069,true,36,,,
P005939,893110102424,DF000063,true,24,,,
P005940,VN-20379-17,DF000141,true,24,,,
P005941,VN-14176-11,DF000029,true,24,,,
P005942,896110013624,DF000056,true,24,,,
P005943,893110454424,DF000010,true,24,,,
P005944,893111215600,DF000026,true,36,,,
P005945,893100114924,DF000069,true,36,,,
P005946,893200002126,DF000069,true,3,,,
P005947,893115219825,DF000006,true,24,,,
P005948,893200002026,DF000069,true,36,,,
P005949,893200002026,DF000069,true,36,,,
P005950,893110282300,DF000069,true,24,,,
P005951,VN-16267-13,DF000143,true,24,,,
P005952,840110784024,DF000121,true,24,,,
P005953,VN-17531-13,DF000144,true,30,,,
P005954,840110178023,DF000144,true,24,,,
P005955,760410178200,DF000033,true,60,,,
P005956,VN-22997-22,DF000004,true,24,,,
P005957,VN-14175-11,DF000030,true,24,,,
P005958,893110282200,DF000069,true,36,,,
P005959,300110006424,DF000142,true,24,,,
P005960,893110282300,DF000069,true,24,,,
P005961,893110280300,DF000006,true,24,,,
P005962,400115965324,DF000139,true,36,,,
P005963,400115965224,DF000139,true,36,,,
P005964,893101855424,DF000063,false,24,,,
P005965,893110292324,DF000069,true,24,,,
P005966,893115025424,DF000139,true,36,,,
P005967,300110445423,DF000145,true,24,,,
P005968,001110079323,DF000056,true,24,,,
P005969,500110439823,DF000141,true,24,,,
P005970,TCT-00118-23,DF000114,true,24,,,
P005971,893110880524,DF000006,true,36,,,
P005972,893115019100,DF000139,true,36,,,
P005973,893115277123,DF000006,true,24,,,
P005974,VN-22971-21,DF000069,true,24,,,
P005975,893110031300,DF000026,true,36,,,
P005976,893115070100,DF000069,true,36,,,
P005977,893110169824,DF000054,true,24,,,
P005978,893115019000,DF000139,true,36,,,
P005979,VD-19625-13,DF000026,false,36,,,
P005980,893110468624,DF000105,true,30,,,
P005981,893101166825,DF000033,false,36,,,
P005982,893110341624,DF000051,true,36,,,
P005983,VN-16963-13,DF000146,true,36,,,
P005984,VN-20767-17,DF000141,true,24,,,
P005985,001110013824,DF000017,true,24,,,
P005986,840110783924,DF000121,true,24,,,
P005987,893110021000,DF000026,true,36,,,
P005988,893111184324,DF000051,true,36,,,
P005989,893110595224,DF000026,true,36,,,
P005990,890100133924,DF000069,true,36,,,
P005991,893110863224,DF000007,true,36,,,
P005992,VD-21767-14,DF000007,true,36,,,
P005993,599110994824,DF000050,true,60,,,
P005994,VN-12459-11,DF000144,true,36,,,
P005995,890110133824,DF000144,true,24,,,
P005996,868110010924,DF000144,true,24,,,
P005997,VN-20294-17,DF000144,true,24,,,
P005998,893110089924,DF000089,true,36,,,
P005999,880100030025,DF000144,true,24,,,
P006000,868110442923,DF000069,true,24,,,
P006001,893110269600,DF000069,true,36,,,
P006002,VD-26555-17,DF000026,true,36,,,
P006003,893110797724,DF000002,true,24,,,
P006004,899110036925,DF000033,true,48,,,
P006005,893110338724,DF000026,true,36,,,
P006006,893110170425,DF000069,true,24,,,
P006007,880110018724,DF000033,true,36,,,
P006008,893111045323,DF000051,true,36,,,
P006009,893110707824,DF000001,true,36,,,
P006010,893110345623,DF000007,true,36,,,
P006011,893110509024,DF000051,true,36,,,
P006012,893110281523,DF000006,true,36,,,
P006013,VN-10852-10,DF000069,true,24,,,
P006014,893101223325,DF000007,false,36,,,
P006015,893110094024,DF000007,true,3,,,
P006016,880110183025,DF000007,true,36,,,
P006017,VN-22771-21,DF000030,true,36,,,
P006018,893110277123,DF000006,true,24,,,
P006019,893111273300,DF000063,true,24,,,
P006020,890110415725,DF000007,true,36,,,
P006021,VD-11551-10,DF000007,true,36,,,
P006022,885111030723,DF000063,true,24,,,
P006023,893110380824,DF000007,true,36,,,
P006024,893110021100,DF000007,true,36,,,
P006025,893110836724,DF000029,true,24,,,
P006026,893110507124,DF000007,true,36,,,
P006027,VNA-3057-00,DF000033,false,,,,
P006028,400110195623,DF000147,true,24,,,
P006029,893110388723,DF000026,true,36,,,
P006030,300110072923,DF000036,true,24,,,
P006031,893110586024,DF000030,true,36,,,
P006032,VN-13351-11,DF000069,true,24,,,
P006033,893110308500,DF000026,true,36,,,
P006034,893100286623,DF000006,true,36,,,
P006035,893110201124,DF000026,true,36,,,
P006036,893100555224,DF000006,false,24,,,
P006037,893115592124,DF000147,true,36,,,
P006038,893100394323,DF000122,false,36,,,
P006039,893110459324,DF000056,true,36,,,
P006040,VN-22772-21,DF000029,true,36,,,
P006041,893115256000,DF000006,true,24,,,
P006042,893110566624,DF000028,true,24,,,
P006043,840110986224,DF000029,true,36,,,
P006044,VD-24083-16,DF000069,true,36,,,
P006045,V1203-H12-10,DF000066,false,24,,,
P006046,V1382-H12-10,DF000066,true,24,,,
P006047,893100199224,DF000063,false,24,,,
P006048,VN-15215-12,DF000026,true,24,,,
P006049,VN-12554-11,DF000029,true,48,,,
P006050,893100311700,DF000063,false,36,,,
P006051,880110409123,DF000033,true,36,,,
P006052,VD-16960-12,DF000069,true,36,,,
P006053,VN-20044-16,DF000148,true,24,,,
P006054,893115284623,DF000069,true,36,,,
P006055,VN-12553-11,DF000026,true,48,,,
P006056,VN-13484-11,DF000029,true,24,,,
P006057,880110341725,DF000033,true,36,,,
P006058,V31-H12-13,DF000114,false,36,,,
P006059,893115277823,DF000006,true,36,,,
P006060,890110178123,DF000144,true,36,,,
P006061,893110039024,DF000056,true,24,,,
P006062,893100308700,DF000017,false,36,,,
P006063,VN-19966-16,DF000144,true,36,,,
P006064,VD-22812-15,DF000007,false,,,,
P006065,893100063224,DF000033,false,24,,,
P006066,VN-19192-15,DF000026,true,24,,,
P006067,VN-21609-18,DF000069,true,36,,,
P006068,VD-18953-13,DF000069,true,24,,,
P006069,VD-20743-14,DF000069,false,24,,,
P006070,893100402624,DF000033,false,36,,,
P006071,893110929024,DF000051,true,36,,,
P006072,893110595224,DF000026,true,36,,,
P006073,520110411323,DF000029,true,18,,,
P006074,VN-21576-18,DF000069,true,36,,,
P006075,VD-20300-13,DF000053,false,24,,,
P006076,VN-20319-17,DF000029,true,24,,,
P006077,500110412923,DF000026,true,24,,,
P006078,893110595224,DF000033,true,36,,,
P006079,VD-32362-19,DF000006,false,36,,,
P006080,893115157723,DF000007,true,36,,,
P006081,893100591024,DF000069,false,24,,,
P006082,893115277823,DF000006,true,36,,,
P006083,893115604024,DF000139,true,24,,,
P006084,893115277823,DF000006,true,36,,,
P006085,VD-30951-18,DF000069,true,24,,,
P006086,VD-25450-16,DF000069,false,24,,,
P006087,VD-14582-11,DF000026,true,36,,,
P006088,893110172325,DF000069,true,36,,,
P006089,VD-14924-11,DF000069,false,24,,,
P006090,VD-25947-16,DF000069,true,24,,,
P006091,VD-20057-13,DF000069,false,24,,,
P006092,893110641124,DF000069,true,36,,,
P006093,VD-16961-12,DF000069,true,36,,,
P006094,890110083523,DF000010,true,24,,,
P006095,VN2-574-17,DF000148,true,18,,,
P006096,001110079323,DF000056,true,24,,,
P006097,VD-17494-12,DF000069,true,36,,,
P006098,VN-20318-17,DF000029,true,24,,,
P006099,VD-27101-17,DF000069,true,36,,,
P006100,890100008800,DF000149,true,24,,,
P006101,893110435524,DF000033,true,36,,,
P006102,893100121125,DF000037,false,36,,,
P006103,VD-27131-17,DF000069,true,36,,,
P006104,VD-27124-17,DF000069,true,24,,,
P006105,VN-21576-18,DF000069,true,36,,,
P006106,893111215600,DF000026,true,36,,,
P006107,893100353923,DF000022,false,36,,,
P006108,TCT-00074-22,DF000033,false,36,,,
P006109,893100475324,DF000004,false,36,,,
P006110,893100393323,DF000004,false,36,,,
P006111,893100307900,DF000147,false,60,,,
P006112,VD-18075-12,DF000150,false,36,,,
P006113,893100159625,DF000004,false,36,,,
P006114,893100060724,DF000150,false,24,,,
P006115,893100057300,DF000021,false,36,,,
P006116,893100901924,DF000150,false,36,,,
P006117,V87-H12-13,DF000033,false,36,,,
P006118,893100314323,DF000144,false,24,,,
P006119,VN-19386-15,DF000021,false,24,,,
P006120,VN-19762-16,DF000004,false,24,,,
P006121,VN-17157-13,DF000021,false,36,,,
P006122,VN-19342-15,DF000004,false,36,,,
P006123,893100631124,DF000151,false,36,,,
P006124,VN-22705-21,DF000152,false,36,,,
P006125,VN-15560-12,DF000022,false,36,,,
P006126,VN-15561-12,DF000022,false,36,,,
P006127,VD-16279-12,DF000022,false,24,,,
P006128,893100428324,DF000032,false,36,,,
P006129,VN-15471-12,DF000008,false,36,,,
P006130,880100796624,DF000021,false,36,,,
P006131,893100160624,DF000010,false,48,,,
P006132,529100078823,DF000153,false,36,,,
P006133,VD-17006-12,DF000152,false,24,,,
P006134,VS-4919-15,DF000004,false,24,,,
P006135,VN-19762-16,DF000004,false,24,,,
P006136,893100929924,DF000021,false,24,,,
P006137,893100428324,DF000032,false,36,,,
P006138,893100655424,DF000150,false,36,,,
P006139,893100182624,DF000021,false,24,,,
P006140,893100152024,DF000032,false,36,,,
P006141,893100212400,DF000004,false,36,,,
P006142,893100665824,DF000021,false,36,,,
P006143,893100064800,DF000151,false,36,,,
P006144,893100143124,DF000154,false,36,,,
P006145,893100344823,DF000004,false,24,,,
P006146,893100140724,DF000022,false,24,,,
P006147,VN-16748-13,DF000007,false,60,,,
P006148,VN-11258-10,DF000021,false,36,,,
P006149,893100064800,DF000151,false,36,,,
P006150,730100964124,DF000144,false,30,,,
P006151,893100224624,DF000144,false,24,,,
P006152,893100124725,DF000150,false,36,,,
P006153,VD-36193-22,DF000144,false,24,,,
P006154,893100632224,DF000010,false,36,,,
P006155,VD-21491-14,DF000033,false,3,,,
P006156,893100641624,DF000144,false,24,,,
P006157,VD-20945-14,DF000022,false,24,,,
P006158,VD-10161-10,DF000149,false,24,,,
P006159,VD-14277-11,DF000152,false,30,,,
P006160,893100318900,DF000004,false,36,,,
P006161,893100064500,DF000033,false,36,,,
P006162,893100669024,DF000008,false,36,,,
P006163,893100505924,DF000004,false,24,,,
P006164,VN-15559-12,DF000151,false,36,,,
P006165,893100160724,DF000150,false,36,,,
P006166,893100040700,DF000022,false,24,,,
P006167,VN-11307-10,DF000021,false,36,,,
P006168,499100415323,DF000021,false,36,,,
P006169,893100358923,DF000152,false,24,,,
P006170,893100244900,DF000152,false,24,,,
P006171,VN-17096-13,DF000026,false,36,,,
P006172,893100950824,DF000022,false,36,,,
P006173,499100351225,DF000021,false,36,,,
P006174,893100920724,DF000004,false,36,,,
P006175,VN-17164-13,DF000008,false,24,,,
P006176,VN-22509-20,DF000144,false,36,,,
P006177,VN-10534-10,DF000015,false,24,,,
P006178,VN-14430-12,DF000021,false,24,,,
P006179,VN-20127-16,DF000021,false,24,,,
P006180,VD-16491-12,DF000004,false,24,,,
P006181,VN-17634-14,DF000155,false,18,,,
P006182,893100436124,DF000021,false,24,,,
P006183,VS-4973-16,DF000004,false,24,,,
P006184,VD-32374-19,DF000026,false,36,,,
P006185,VN-14865-12,DF000004,true,24,,,
P006186,VN-14866-12,DF000004,true,24,,,
P006187,893110454824,DF000021,true,24,,,
P006188,893110024000,DF000026,true,24,,,
P006189,VN-15214-12,DF000021,true,36,,,
P006190,VN2-423-15,DF000021,true,36,,,
P006191,VN-19343-15,DF000021,true,36,,,
P006192,893110551724,DF000144,true,36,,,
P006193,540110079123,DF000043,true,24,,,
P006194,001115023625,DF000021,true,24,,,
P006195,893110353023,DF000021,true,36,,,
P006196,893110279500,DF000021,true,36,,,
P006197,893110279400,DF000004,true,36,,,
P006198,893110352923,DF000004,true,36,,,
P006199,VN-19385-15,DF000021,true,24,,,
P006200,VN-20587-17,DF000156,true,24,,,
P006201,540110132524,DF000040,true,24,,,
P006202,VN-18776-15,DF000021,true,36,,,
P006203,880110038425,DF000021,true,24,,,
P006204,893110711324,DF000021,true,24,,,
P006205,VN-19341-15,DF000021,true,36,,,
P006206,499115415523,DF000040,true,36,,,
P006207,893110920224,DF000157,true,36,,,
P006208,499110080823,DF000156,true,36,,,
P006209,893110347123,DF000010,true,36,,,
P006210,VN-18452-14,DF000156,true,36,,,
P006211,VN-19340-15,DF000021,true,36,,,
P006212,001110009924,DF000156,true,24,,,
P006213,VN-21418-18,DF000144,true,36,,,
P006214,893110626924,DF000010,true,24,,,
P006215,VN-20214-16,DF000021,true,36,,,
P006216,893115123125,DF000158,true,24,,,
P006217,893110420024,DF000004,true,36,,,
P006218,893110158025,DF000027,true,36,,,
P006219,VD-23609-15,DF000004,true,24,,,
P006220,893110920324,DF000040,true,48,,,
P006221,893110629324,DF000004,true,24,,,
P006222,890115016223,DF000021,true,24,,,
P006223,893110454524,DF000021,true,36,,,
P006224,VN-20088-16,DF000021,true,36,,,
P006225,893110158025,DF000027,true,36,,,
P006226,VN-17217-13,DF000156,true,24,,,
P006227,540110522824,DF000027,true,24,,,
P006228,VN-21418-18,DF000144,true,36,,,
P006229,499110080723,DF000021,true,36,,,
P006230,VN2-369-15,DF000021,true,18,,,
P006231,893110267800,DF000006,true,36,,,
P006232,VN-14893-12,DF000156,true,24,,,
P006233,VD-23260-15,DF000152,true,24,,,
P006234,893110641524,DF000010,true,24,,,
P006235,893110289324,DF000144,true,36,,,
P006236,893110289324,DF000144,true,36,,,
P006237,VN-22980-21,DF000021,true,24,,,
P006238,VN-23242-22,DF000148,true,18,,,
P006239,893110301700,DF000043,true,30,,,
P006240,893110495025,DF000144,true,24,,,
P006241,893110591624,DF000004,true,3,,,
P006242,893110283923,DF000156,true,24,,,
P006243,893115204024,DF000021,true,36,,,
P006244,893110484624,DF000007,true,36,,,
P006245,893110087424,DF000021,true,24,,,
P006246,893110601624,DF000039,true,24,,,
P006247,VN-22612-20,DF000144,true,24,,,
P006248,893110380323,DF000048,true,24,,,
P006249,893110924024,DF000089,true,36,,,
P006250,893110880124,DF000021,true,36,,,
P006251,893110413824,DF000004,true,24,,,
P006252,520100022925,DF000026,true,36,,,
P006253,VD-22955-15,DF000033,true,36,,,
P006254,789115005900,DF000021,true,24,,,
P006255,540110031923,DF000021,true,24,,,
P006256,VN1-232-10,DF000021,true,18,,,
P006257,VN-18468-14,DF000048,true,36,,,
P006258,893100199824,DF000004,true,24,,,
P006259,540110024025,DF000156,true,24,,,
P006260,VN-18326-14,DF000156,true,24,,,
P006261,VN-16936-13,DF000021,true,36,,,
P006262,893115655124,DF000004,true,24,,,
P006263,539110026123,DF000021,true,24,,,
P006264,VD-12104-10,DF000007,true,36,,,
P006265,499110415423,DF000021,true,30,,,
P006266,V86-H12-13,DF000004,true,36,,,
P006267,893110196724,DF000021,true,36,,,
P006268,300100444423,DF000021,true,18,,,
P006269,893110159225,DF000021,true,36,,,
P006270,539110019923,DF000004,true,24,,,
P006271,893110161025,DF000021,true,36,,,
P006272,880110080423,DF000021,true,36,,,
P006273,893110101823,DF000021,true,24,,,
P006274,893110130525,DF000027,true,36,,,
P006275,893115102224,DF000150,true,24,,,
P006276,VD-28364-17,DF000021,true,24,,,
P006277,893115843324,DF000004,true,24,,,
P006278,VD-22471-15,DF000021,true,24,,,
P006279,893110627024,DF000021,true,24,,,
P006280,VD-19616-13,DF000004,true,24,,,
P006281,893110149024,DF000026,true,24,,,
P006282,VN-21255-18,DF000144,true,24,,,
P006283,893110101723,DF000048,true,24,,,
P006284,880100789424,DF000021,true,36,,,
P006285,500110088623,DF000005,true,24,,,
P006286,001110524024,DF000043,true,24,,,
P006287,499110442023,DF000021,true,36,,,
P006288,VN2-652-17,DF000021,true,36,,,
P006289,880115302225,DF000021,true,36,,,
P006290,499110358024,DF000021,true,36,,,
P006291,893110880124,DF000021,true,36,,,
P006292,VD-24350-16,DF000033,true,36,,,
P006293,539110074923,DF000004,true,21,,,
P006294,300110008024,DF000043,true,24,,,
P006295,893110014900,DF000021,true,24,,,
P006296,V1508-H12-10,DF000036,true,24,,,
P006297,880115354325,DF000048,true,36,,,
P006298,VN-16269-13,DF000048,true,48,,,
P006299,VN-19739-16,DF000021,true,36,,,
P006300,520110120724,DF000021,true,24,,,
P006301,VN-22674-20,DF000021,true,36,,,
P006302,VN-21108-18,DF000040,true,24,,,
P006303,VN-22981-21,DF000021,true,24,,,
P006304,880115350925,DF000040,true,36,,,
P006305,893115304900,DF000004,true,24,,,
P006306,VD-22011-14,DF000004,true,24,,,
P006307,880110032923,DF000043,true,24,,,
P006308,499110080923,DF000021,true,36,,,
P006309,VN-22635-20 ,DF000026,true,36,,,
P006310,VN3-207-19	,DF000043,true,2,,,
P006311,840115342325,DF000048,true,24,,,
P006312,893110098224,DF000026,true,36,,,
P006313,VD-21858-14,DF000033,true,36,,,
P006314,VN-13978-11,DF000021,true,36,,,
P006315,300110450425,DF000048,true,36,,,
P006316,VD-15744-11,DF000048,true,24,,,
P006317,VN-18451-14,DF000156,true,36,,,
P006318,880110046025,DF000021,true,36,,,
P006319,VN-13329-11,DF000156,true,36,,,
P006320,VN-10178-10,DF000156,true,24,,,
P006321,840100019524,DF000010,true,48,,,
P006322,893100631124,DF000004,false,36,,,
P006323,001110787224,DF000004,true,24,,,
P006324,893110182324,DF000004,true,24,,,
P006325,880110350825,DF000021,true,36,,,
P006326,VN-19769-16,DF000021,true,24,,,
P006327,893110361323,DF000021,true,24,,,
P006328,VD-18219-13,DF000021,true,24,,,
P006329,VN-19707-16,DF000159,true,36,,,
P006330,VN-16879-13,DF000021,true,36,,,
P006331,VN-19603-16,DF000160,true,24,,,
P006332,539110075023,DF000021,true,24,,,
P006333,VN-15703-12,DF000021,true,36,,,
P006334,893110413724,DF000004,true,24,,,
P006335,VN-21255-18,DF000144,true,24,,,
P006336,VN-19227-15,DF000004,true,24,,,
P006337,VN-23190-22,DF000021,true,36,,,
P006338,VD-36116-22,DF000021,true,24,,,
P006339,VN-21638-18,DF000021,true,24,,,
P006340,890115186125,DF000004,true,24,,,
P006341,VN-15419-12,DF000021,true,18,,,
P006342,220000046/PCBB-BD,DF000004,false,36,,,
P006343,893100393423,DF000010,false,36,,,
P006344,VN-18735-15,DF000004,true,36,,,
P006345,VD-12813-10,DF000004,true,24,,,
P006346,VD-12812-10,DF000021,true,30,,,
P006347,539110075023,DF000021,true,24,,,
P006348,VN-7936-09,DF000015,false,29,,,
P006349,VN-12609-11,DF000156,true,36,,,
P006350,VN-15193-12,DF000043,true,36,,,
P006351,VN-19381-15,DF000004,true,36,,,
P006352,VN-18592-15,DF000021,true,24,,,
P006353,V54-H12-16,DF000004,true,24,,,
P006354,893110290223,DF000004,true,24,,,
P006355,880110006000,DF000021,true,36,,,
P006356,880115992024,DF000004,true,24,,,
P006357,300110040925,DF000048,true,24,,,
P006358,VN-14861-12,DF000004,true,24,,,
P006359,VN-10719-10,DF000004,true,24,,,
P006360,893100039424,DF000150,false,24,,,
P006361,893110711624,DF000151,true,24,,,
P006362,893110454824,DF000004,true,24,,,
P006363,893115335424,DF000004,true,24,,,
P006364,VN-19136-15,DF000004,true,36,,,
P006365,893115101623,DF000021,true,36,,,
P006366,VD-20778-14,DF000007,false,36,,,
P006367,VD-22740-15,DF000047,false,36,,,
P006368,VD-24067-16,DF000068,false,36,,,
P006369,VD-18643-13,DF000007,true,36,,,
P006370,893110467123,DF000026,true,36,,,
P006371,VD-19656-13,DF000007,true,36,,,
P006372,893110253200,DF000033,true,36,,,
P006373,893110043900,DF000026,true,36,,,
P006374,VN-22594-20,DF000026,true,36,,,
